word	reading
ביתו	betó
בכוונה	b'khavaná
בכורה	b'khorá
בכי	békhi
בכיר	bakhír
בכלל	bikhlál
בל	bal
בלא	b'ló
בלבד	bilvád
בלה	balá
בלי	b'lí
בליל	b'lil
בלילה	b'lilá
בלעדי	bil'adéi
בלתי	biltí
במאי	bamáy
במה	bamá
במהירות	bim'hirút
במהלך	b'mahalákh-
במהרה	bim'herá
במיוחד	bimyukhád
במקביל	b'makbíl
במקום	bim'kóm
במקרה	b'mikré
במשך	beméshekh
בן	bén
בן דוד	ben-dód
בנה	baná
בנו	bánu
בנוסף	b'nosáf
בנות	banót
בניו	banáv
בנייה	bəniyyɔ̂
בניין	binyɔn
בניינים	binyɔnīm
בנים	baním
בנימוס	b'nimús
בננה	banána
בנק	bánk
בס	bás
בסדר	b'séder
בסוף	basóf
בסיס	basís
בסיסי	bsisí
בעד	b'ád
בעוד	b'ód
בעט	ba'át
בעיה	b'ayá
בעיקר	b'ikár
בעיר	ba'ír
בעל	bá'al
בעל חיים	bá'al khayím
בעלה	ba'alá
בעלות	ba'alút
בעלים	b'alím
בעצם	b'étsem
בעצמו	b'atzmó
בערך	b'érekh
בפני	bif'néi-
בפנים	bif'ním
בפרט	bifrát
בצורת	batsóret
בצל	batsál
בצע	bétsa
בקבוק	bakbúk
בקיצור	b'kitsúr
בקלות	b'kalút
בקר	baqár
בקרה	bakará
בקרוב	b'karóv
בקש	bikésh
בקשה	bakashá
בקשת	bakashát
בר	bar
בראשית	b'reshít
ברוך	barúkh
ברור	barúr
ברזל	barzél
ברח	barákh
בריא	barí
בריאה	b'ri'á
בריאות	bri'út
בריטי	bríti
ברירה	brerá
ברית	brit
ברך	bérekh
ברכה	b'rakhá
ברכת	birkát
ברמות	b'ramót
ברציפות	bir'tsifút
ברק	barák
ברקים	b'rakím
בשביל	bishvíl
בשונה	beshoné
בשורה	b'sorá
בשל	b'shél
בשם	bósem
בשר	basár
בת	bat
בתו	bitó
בתוך	b'tókh
בתי	baté
בתים	batím
גאון	ga'ón
גב	gav
גבה	gabá
גבוה	gavóah
גבול	g'vúl
גבולות	g'vulót
גבינה	g'viná
גביע	gavía
גבירה	g'virá
גבעת	giv'át
גבר	géver
גברים	g'varím
גברת	gvéret
גג	gag
גד	gad
גדה	gadá
גדוד	gdud
גדול	gadól
גדות	gadót
גדל	gadál
גדר	gadér
גו	go
גובה	góvah
גודל	gódel
גודש	gódesh
גוון	gáven
גוף	guf
גופה	gufá
גופים	gufim
גופני	gufaní
גור	gur
גורל	gorál
גורם	gorém
גוש	gúsh
גז	gaz
גזע	géza'
גזר	gézer
גיבור	gibór
גידול	gidúl
גיוס	giyús
גיטרה	gitára
גיל	gíl
גילה	gilá
גילוי	gilúy
גינה	gina
גישה	gishá
גל	gál
גלגל	galgál
גלגלים	galgalím
גלה	galá
גלות	galút
גלידה	g'lidá
גלל	galál
גם	gam
גמור	gamúr
גמיש	gamísh
גמר	gamár
גן	gan
גנב	ganáv
גנוב	ganúv
גנים	ganim
גנרל	generál
גר	gér
גרב	gérev
גרה	gerá
גרוע	garúa
גרים	gerim
גרם	gram
גרמני	germani
גרמניה	germánya
גרמנית	germanít
גרסה	girsá
גרעין	gar'ín
גרעיני	gar'iní
גרף	garáf
גרר	garár
גרש	gerésh
גשום	gashúm
גשם	géshem
גשר	gésher
דאג	da'ág
דאגה	d'agá
דאון	da'ón
דאז	d'áz
דב	dov
דבורה	dvorá
דבר	davár
דברי	div'réi
דברים	d'varím
דברת	dabéret
דבש	dvash
דג	dág
דגים	dagím
דגל	dégel
דגם	dégem
דגש	dagésh
דד	dád
דו	du-
דואר	dó'ar
דוב	dov
דובר	dubár
דוגמה	dugmá
דוד	dod
דודה	dóda
דווקא	dávka
דוח	dúakh
דוחה	dókha
דוכס	dukás
דולר	dólar
דומה	domé
דון	dun
דונם	dúnam
דופן	dófen
דוקטור	dóktor
דור	dor
דורות	dorót
דורי	dorí
דחה	dakhá
דחוף	dakhúf
דחף	dákhaf
די	dái
דיאטה	diéta
דיבור	dibúr
דיבורים	diburím
דיבר	dibér
דיגיטלי	digitáli
דיו	dyó
דיווח	divúakh
דיון	diyún
דיונים	diyuním
דיוק	diyúk
דיין	dayán
דייקנות	daikanút
דיכוי	dikúy
דין	din
דירה	dirá
דל	dál
דלק	délek
דלקת	daléket
דלת	délet
דלתות	d'latót
דם	dam
דמות	dmut
דמיון	dimyón
דמיוני	dimyoní
דן	dan
דעה	de'á
דעת	dá'at
דף	dáf
דפוס	d'fús
דק	dak
דקה	daká
דקות	dakót
דר	dór
דרגה	dargá
דרום	daróm
דרך	dérekh
דרכים	drachím
דרמה	dráma
דרש	darásh
דש	dásh
דשא	déshe
דת	dat
דתי	datí
ה	h
ה־	ha-
האור	ha'ór
האזרח	ha'ezrákh
האחרות	haakherót
האחרים	haakherím
האם	ha'ím
האמין	he'emín
הארץ	ha'árets
האשים	he'eshím
האשמה	ha'ashama
הבא	habá
הבדל	hevdél
הבוקר	habóker
הבטיח	hivtíakh
הביא	heví
הביט	hibít
הבין	hevín
הביע	hibía
הבית	habáyit
הביתה	habáyta
הבל	hével
הבנה	havaná
הבנות	havanót
הבקיע	hivkía
הברית	hab'rít
הגדה	hagadá
הגדיר	higdír
הגדרה	hagdará
הגיב	hegív
הגיד	higíd
הגיע	higía
הגיש	higísh
הגן	hegén
הגנה	haganá
הדבר	hadavár
הדגיש	hidgísh
הדר	hadár
הדרכה	hadrakha
ההוא	hahú
ההר	hahár
הוא	hu
הוביל	hovíl
הובס	huvás
הודה	hodá
הודו	hódu
הודיע	hodía
הודעה	hoda'á
הוחלט	hukhlát
הוכחה	hokhakhá
הוכיח	hokhíakh
הוכר	hukár
הוכתר	hukhtár
הולדת	hulédet
הולך	holékh
הון	hon
הונגרי	hungarí
הוסיף	hosíf
הועבר	ho'ovár
הופיע	hofía
הופעה	hofa'á
הוצא	hutsá
הוצאה	hotsa'á
הוציא	hotsí
הוצע	hutsá
הוקם	hukám
הוראה	hora'á
הורה	horé
הוריד	horíd
הורים	horím
הושלם	hushlám
הושפע	hushpá
הותיר	hotír
הזדמנות	hizdam'nút
הזה	hazé
הזיז	hezíz
הזיק	hizík
הזמין	hizmín
החג	heḥág
החווה	hekhevá
החוצה	hakhútsa
החזיק	hekhzík
החזיר	hekhzír
החיה	hekheyá
החיל	hekhil
החל	hekhél
החלטה	hakhlatá
החליט	hekhlít
החליף	hekhlíf
הטובים	hatovím
הטיל	hetíl
הטיס	hetís
היא	hi
היה	hayá
היו	hayú
היווה	hivá
היום	hayóm
היטב	hetév
היינו	háy'nu
היישוב	hayishúv
היית	hayíta
הייתה	hay'tá
הייתי	hayíti
היכן	hekhán
היכנס	hikanés
היסטורי	históri
היסטוריה	história
היקף	hekéf
הישג	heség
הישראלי	hayisr'elí
הישראלית	hayisr'elít
היתה	haitá
הכחיש	hikh'khísh
הכי	hakhí
הכיל	hekhíl
הכיר	hikír
הכנס	hikanés
הכנסה	hakhnasá
הכרה	hakará
הכרזה	hakhrazá
הכרח	hekhréakh
הכרחי	hekhrekhí
הכריז	hikhríz
הלא	haló
הלאה	hál'a
הלבשה	halbashá
הלהיט	hilhít
הלוואה	halva'á
הלוואי	hal'váy
הליכה	halikhá
הלילה	haláyla
הלך	hélekh
הלכה	halakhá
הלכות	halakhót
הלכנו	halákhnu
הלכתי	hil'khatí
הללו	hal'lú
הלם	hélem
הם	hem
המאה	hamé'a
המון	hamón
המוני	hamoní
המחשבה	hamakhshavá
המליץ	himlíts
הממשלה	hamemshalá
המס	hemés
המצאה	hamtsa'á
המציא	himtsí
המקום	hamakóm
המראה	hamra'á
המשיך	himshíkh
המשך	hemshékh
הן	hen
הנדס	hindés
הנה	héna
הנחה	hanakhá
הניח	heníakh
הנשים	hin'shím
הסביר	hisbír
הסבר	hesbér
הסברה	hasbará
הסטודנטים	hastudéntim
הסכים	hiskím
הסכם	heském
הסכמה	haskamá
הספיק	hispík
הספק	hespék
הסתובב	histovév
הסתיים	histayém
הסתכל	histakél
העביר	he'evír
העדה	he'edá
העדיף	he'edíf
העדר	he'adér
העולם	ha'olám
העיר	he'ír
העלה	he'elá
העלים	he'elím
העם	ha'ám
העמיד	he'emíd
העניק	he'eník
העסקה	ha'asaká
העצים	he'etzím
הערב	ha'érev
העריך	he'eríkh
העתיק	he'etík
הפוך	hafúkh
הפחתה	hafkhatá
הפיק	hefík
הפך	héfekh
הפכה	hafekhá
הפנים	hifním
הפסד	hefséd
הפסיד	hifsíd
הפסיק	hifsík
הפסקה	hafsaká
הפעיל	hif'íl
הפעלה	haf'alá
הפעם	hapá'am
הפרדה	hafradá
הפרה	hafará
הפריע	hifría
הפרעה	hafra'á
הפרש	hefrésh
הצביע	hitsbía
הצבעה	hatsba'á
הצהיר	hits'hir
הצטרף	hitstaréf
הציג	hitsíg
הצידה	hatsída
הציל	hitsíl
הצילו	hatsílu
הציע	hitsía
הצלה	hatsalá
הצלחה	hatzlakhá
הצליח	hitslíakh
הצעה	hatsa'á
הקדיש	hikdísh
הקהל	hak-hél
הקים	hekím
הקימו	heikímu
הקיץ	hekíts
הקלה	hakalá
הקליט	hiklít
הקשה	hikshá
הקשיב	hikshív
הר	har
הראה	her'á
הראשון	harishón
הרבה	harbé
הרג	harág
הרגיש	hirgísh
הרגל	hergél
הרה	hará
הרוג	harúg
הרומית	haromit
הרי	haré
הריח	heríakh
הרים	harím
הרס	héres
הרע	heréa'
הרץ	herts
הררי	hararí
השאיר	hish'ír
השואה	Ha-Sho'á
השוואה	hashva'á
השווה	hishvá
השיא	hisí
השיב	heshív
השיג	hisíg
השיר	hishír
השכלה	haskalá
השליט	hishlit
השלים	hishlím
השלמת	hishlámta
השם	hashém
השעה	hish'á
השפיע	hishpía
השפעה	hashpa'á
השראה	hashra'á
השתמש	hishtamésh
השתנה	hishtaná
השתתף	hishtatéf
התאבדות	hit'abdút
התאים	hit'ím
התאמה	hat'amá
התגורר	hitgorér
התגלה	hitgalá
התגרש	hitgarésh
התחבא	hitkhabé
התחיל	hitkhíl
התחלה	hatkhalá
התחרה	hitkhará
התחתן	hitkhatén
התייחס	hityakhés
התיישב	hityashév
התכוון	hitkavén
התכונן	hitkonén
התכופף	hitkofef
התלבש	hitlabésh
התלונן	hitlonén
התמודד	hitmodéd
התמודדות	hitmod'dút
התנגד	hitnagéd
התנגדות	hitnag'dút
התנהג	hitnahég
התנהגות	hitnahagút
התנהל	hitnahél
התנצל	hitnatsél
התעורר	hiṯʻōrer
התעלה	hit'alá
התעללות	hit'al'lút
התפטר	hitpatér
התפרסם	hitparsém
התפתח	hitpatéakh
התפתחות	hitpat'khút
התקבל	hitkabél
התקדם	hitkadém
התקדמות	hitkadmút
התקלח	hitkaléakh
התקפה	hatkafá
התקשר	hitkashér
התרגל	hitragél
התרגש	hitragésh
התרחש	hitrakhésh
ה׳	H.
ו	v
ואמר	vaomár
ודאי	vadáy
והיה	v'hayá
והיו	v'hayú
וו	vav
וידאו	víde'o
ויכוח	vikúakh
ויצא	vayetsé
ויתר	vitér
וכדומה	v'khadomé
וכן	v'khén
ולא	való
ונוס	venus
ועד	vá'ad
ועדה	v'adá
ועדת	v'adát-
ורד	véred
ורוד	varód
ושתי	vashtí
זאב	zəʼeḇ
זאת	zót
זבוב	zvuv
זג	zag
זה	ze
זהב	zaháv
זהה	zehé
זהו	zéhu
זהות	zehút
זהירות	z'hirút!
זהר	zóhar
זו	zó
זוג	zúg
זוגי	zugí
זוהי	zóhi
זווית	zavít
זוז	zūz
זוכר	zokhér
זול	zol
זון	zún
זיהה	zihá
זיהוי	zihúy
זיהום	zihum
זיכרון	zikarón
זכה	zakhá
זכוכית	zkhukhít
זכור	zakhúr
זכות	zkhut
זכר	zakhár
זכרים	z'charím
זמין	zamín
זמן	zmán
זמני	zmaní
זמנים	z'maním
זמר	zamár
זמרה	zimrá
זנב	zanáv
זעם	zá'am
זקוק	zakúk
זקן	zakán
זקנה	zikná
זר	zár
זרוע	z'róa'
זרח	zarákh
זרם	zérem
זרעים	zra'ím
חבל	khével
חבק	khavák
חבר	khavér
חברה	khaverá
חברות	ḥaverót
חברים	khaverím
חברתי	khevratí
חג	khag
חגורה	khagorá
חד	khad-
חדל	khadál
חדר	khéder
חדרי	khadré
חדרים	khadarím
חדש	khadásh
חדשה	khadashá
חדשות	khadashót
חדשים	khadashím
חוב	khov
חובה	khová
חוברת	khovéret
חוג	khúg
חודש	khódesh
חודשי	khodshí
חודשים	khodashím
חווה	khavá
חוזה	khozé
חוזר	khozér
חול	khol
חולה	kholé
חולצה	khultsá
חום	khúm
חומה	ḥomá
חומר	khómer
חוסר	khóser
חוף	khof
חופש	khófesh
חופשה	khufshá
חופשי	khofshí
חופשית	khofshít
חוץ	khuts
חוק	khók
חוקי	khukí
חוקים	khukím
חוקר	khokér
חור	khór
חורף	khóref
חוש	khúsh
חושב	khusháv
חושך	khóshekh
חזה	khazé
חזון	khazón
חזיר	khazír
חזית	khazít
חזק	khazák
חזקה	khazaká
חזר	chazár
חזרה	khazará
חטוף	khatúf
חטיבה	khativá
חי	kháy
חיבור	ḥibbūr
חיבר	khibér
חידוש	khidúsh
חיה	ḥayá
חיובי	khiyuví
חיוני	khiyuní
חיות	khiyút
חיי	khayé
חייב	khayáv
חייה	khayéha
חייהם	chayehém
חייו	khayáv
חייך	khiyékh
חייל	khayál
חיילים	chayalím
חיים	khayím
חיל	kháyil
חילוני	khiloní
חימום	khimúm
חינוך	khinúkh
חינוכי	khinukhí
חינם	khinám
חיסון	khisún
חיפה	khipá
חיפוש	khipús
חיפש	khipés
חיצוני	khitzoní
חיצוניים	khitzoniyím
חירום	kherúm
חישוב	khishúv
חכם	khakhám
חכמה	khokhmá
חכמים	khakhamím
חל	khal
חלב	chaláv
חלה	khalá
חלום	khalóm
חלון	khalón
חלונות	khalonót
חלוקה	khaluká
חלות	khallót
חלל	khalál
חלף	khaláf
חלק	khalák
חלקי	khelkí
חלקית	khelkít
חלש	khalásh
חם	kham
חמאה	khem'á
חמוץ	khamúts
חמור	khamór
חמט	khómet
חמים	khamím
חמישה	khamishá
חמישי	khamishí
חמישים	khamishím
חמש	khamésh
חמשת	khaméshet
חן	chén
חנה	ḥaná
חנויות	khanuyót
חנוך	khanókh
חנות	khanút
חסות	khasút
חסידי	khasidi
חסר	khasér
חפץ	ḥéfets
חפש	khófesh
חץ	khets
חצוצרה	khatsotsrá
חצי	khatsí
חצר	khatsér
חקיקה	khakiká
חקירה	khakirá
חקלאות	khakla'út
חקלאי	khakla'í
חקר	khakár
חר	khór
חרב	khérev
חרדה	kharadá
חרושת	kharóshet
חריג	kharíg
חריף	kharíf
חרס	khéres
חרף	kharáf
חרקים	kharakím
חש	khásh
חשב	khasháv
חשבון	kheshbón
חשבונות	kheshbonót
חשד	khashád
חשוב	khashúv
חשוך	khashúkh
חשיבה	khashivá
חשיבות	khashivút
חשיפה	khasifá
חשמל	khashmál
חשמלי	khashmalí
חשמלית	khashmalit
חשש	khashásh
חתול	khatúl
חתולים	khatulím
חתונה	khatuná
חתיכת	ḥatichát
חתימת	khatimát
חתם	ḥɔṯam
טבח	tavákh
טבע	téva
טבעות	taba'ót
טבעי	tiv'í
טבעת	tabá'at
טהור	tahór
טוב	tov
טובה	tová
טווח	t'vákh
טון	ton
טוס	tus
טור	tur
טורקית	turkít
טח	takh
טיול	tiyúl
טיילת	tayélet
טייס	tayás
טיל	til
טיס	táyis
טיסה	tisá
טיסות	tisót
טיעון	ti'ún
טיפול	tipúl
טיפולים	tipulím
טיפוס	tipús
טיפש	tipésh
טכנולוגיה	tekhnológya
טכני	tékhni
טל	tal
טלוויזיה	televízya
טלפון	télefon
טמפרטורה	temperatúra
טנק	tank
טס	tas
טעויות	ta'uyót
טעות	ta'út
טעים	ta'ím
טעם	tá'am
טען	ta'án
טענה	ta'aná
טפל	tafál
טפס	tófes
טקס	tékes
טקסט	tekst
טרור	terór
טריה	t'riyá
טרם	térem
טרף	téref
יא	ya
יבוא	yavó
יבש	yavésh
יבשה	yabashá
יד	yád
ידה	yadá
ידו	yadó
ידוע	yadúa'
ידידות	y'didút
ידיים	yadáyim
ידיעה	y'di'á
ידית	yadít
ידע	yéda
יה	Yah
יהדות	yahadút
יהודי	y'hudí
יהודיות	yehudiyót
יהודיים	yehudiyím
יהודים	y'hudím
יהודית	y'hudít
יהיה	yihyé
יובל	yuvál
יודע	yudá
יודעת	yodá'at
יוון	yaván
יום	yom
יום הולדת	yom-hulédet
יומן	yomán
יונה	yoná
יוני	yúni
יועץ	yo'éts
יופי	yófi
יוצא	yotsé
יוצאת	yotsét
יוצר	yotsér
יורד	yoréd
יורדת	yorédet
יורה	yoré
יושב	yoshév
יושבת	yoshévet
יושרה	yoshrá
יותר	yotér
יותר מדי	yotér midái
יזם	yazám
יחד	yákhad
יחדיו	yakhdáv
יחיד	yakhíd
יחידה	y'khidá
יחידות	y'khidút
יחס	yákhas
יחסית	yakhasít
יי	YY
ייחודי	yiḥūḏī
יין	yáyin
ייסד	yiséd
ייצג	yitség
יישוב	yishúv
יישום	yisúm
יכול	yakhól
יכולה	y'kholá
יכולת	y'khólet
יכלה	yach'lá
ילד	yéled
ילדה	yaldá
ילדות	yaldút
ילדי	yaldé
ילדים	y'ladím
ים	yam
ימי	yamí
ימים	yamím
ימין	yamín
ינשוף	yanshúf
יסוד	yesód
יסודי	y'sodí
יעד	yá'ad
יעיל	ya'íl
יעילות	y'ilút
יעל	ya'él
יעקב	ya'akóv
יער	yá'ar
יערות	y'arót
יעשה	yaasé
יפה	yafé
יפן	yapán
יפני	yapáni
יצא	yatsá
יצוע	yatsúa
יצור	yetsúr
יצחק	yitskhák
יציאה	y'tsi'á
יציב	yatsív
יציבות	yatsivút
יצר	yétser
יקום	y'kúm
יקר	yakár
ירד	yarád
ירה	yará
ירוק	yarók
ירוקה	yeruká
ירח	yaréakh
ירי	yéri
ירידה	y'ridá
ירק	yérek
ירש	yarásh
יש	yésh
ישב	yasháv
ישות	yeshút
ישי	yishái
ישיבה	yeshivá
ישיבות	y'shivót
ישיבת	y'shivát
ישיר	yashír
ישן	yashán
ישר	yashár
ישראלי	yisr'elí
ישראלים	yisr'elím
ישראלית	yisr'elít
ישרה	y'shará
ישרים	y'sharím
יתום	yatóm
יתוש	yatúsh
יתר	yéter
יתרון	yitrón
כאב	k'év
כאחד	k'ekhád
כאילו	k'ílu
כאמור	ka'amúr
כאן	kán
כאשר	ka'ashér
כבד	kavéd
כבוד	kavód
כביכול	kiv'yakhól
כביש	k'vísh
כבישים	k'vishim
כבר	kvár
כבש	kéves
כדור	kadúr
כדורגל	kadurégel
כדורי	kadurí
כדורים	kadurím
כדורסל	kadursál
כדי	k'dei
כה	ko
כהה	kehé
כהן	kohén
כובע	kóva
כוונה	kavaná
כוח	kóakh
כוחות	kokhót
כוכב	kokháv
כול	kól
כולה	kuláh
כולו	kuló
כולל	kolél
כולם	kulám
כולנו	kulánu
כוס	kos
כושר	kósher
כותב	kotév
כותנה	kutná
כזה	kazé
כח	kóach
כחול	kaḥól
כי	ki
כיבוש	kibúsh
כיהן	kihén
כיוון	kivén
כיום	kayóm
כיכב	kikhév
כיכר	kikár
כינה	kiná
כינוי	kinúy
כיס	kís
כיסא	kisé
כיסוי	kisui
כיפה	kipá
כיצד	ketsád
כישלון	kishalón
כיתה	kitá
כך	kakh
ככה	kákha
כל	kól
כלא	kéle
כלב	kélev
כלבים	klavím
כלום	k'lum
כלומר	k'lomár
כלי	k'lí
כלים	kelím
כלכלה	kalkalá
כלכלי	kalkalí
כלל	k'lál
כללי	klalí
כלפי	k'lapéi
כלשהו	kólshehu
כמה	káma
כמו	k'mó
כמות	kamút
כמיהה	kmihá
כמעט	kim'át
כן	kén
כניסה	k'nisá
כנס	kénes
כנסייה	k'nesiyá
כנסיית	k'nesiyát-
כנסת	k'néset
כנראה	kanir'é
כס	kés
כסה	kasá
כסף	késef
כספי	kaspí
כעס	ká'as
כעת	ka'ét
כף	kaf
כפול	kafúl
כפולה	k'fulá
כפי	k'fi
כפייה	kfiyá
כפר	k'far
כר	kár
כרגע	karéga
כרה	kará
כרטיס	kartís
כרך	k'rákh
כרע	kará'
כשל	késhel
כשר	kashér
כתב	katáv
כתבה	katavá
כתוב	katúv
כתובת	k'tóvet
כתום	katóm
כתיבה	ktivá
כתף	katéf
כתר	kéter
ל	l
לא	lo
לאה	Le'a
לאהוב	le'ehóv
לאומי	l'umí
לאור	l'ór-
לאחור	l'akhór
לאחר	l'akhár
לאחרונה	la'akharoná
לאט	l'át
לאכול	le'ekhól
לאן	l'án
לאשר	l'ashér
לב	lev
לבד	levád
לבוש	l'vúsh
לבחור	livkhór
