word	sentence	translation	difficulty_rank
سبب	كل شيء يحدث لسبب ما.	Everything happens for a reason.	159
أسف	مع الأسف إن ذلك صحيح.	It is unfortunately true.	162
ترك	تركته لتكون مع رجل آخر.	She left him for another man.	166
ترك	أنا فقط سأترك هذه هنا.	I'll just leave this here.	166
مات	يُقال أنه قد مات هنا.	He is said to have died here.	171
مشكلة	المشكلة هي أنني لم يكن لديّ ما أقوله له.	The problem was that I had nothing to say to him.	174
فضل	من فضلك فكر في الأمر.	Please think about it.	175
فضل	لا يفضل أحدًا على أحد.	He shows partiality to no one in particular.	175
مساعدة	على الأصدقاء مساعدة بعضهم البعض.	Friends should help one another.	176
أعطى	سأعطيك أي شيء غير هذا.	I'll give you anything but this.	179
أعطى	من هو الشخص التي أعطى هذه الأوامر؟	Who was the one who issued those orders?	179
التي	من هو الشخص التي أعطى هذه الأوامر؟	Who was the one who issued those orders?	179
آسف	يؤسفني أن أقول إنها الحقيقة.	It is unfortunately true.	182
جدا	إنهُ يبدو بحالة جيداً جداً.	He looks very good.	185
صغير	مازلت صغيرا جدا لافعل ذلك.	I'm still too young to do that.	187
عالم	أنت أفضل أمّ في العالم كله!	You're the best mom in the whole world!	188
عالم	من وضعنا في هذا العالم؟	Who put us in this world?	188
وضع	من وضعنا في هذا العالم؟	Who put us in this world?	188
رؤية	ليس هذا ما أردت منك رؤيته.	That's not what I wanted to show you.	193
نوع	أي نوع من الأشخاص أنت؟	What kind of a person are you?	196
نوع	أي نوع من الناس تريد أن تكون؟	What kind of person do you want to be?	196
نوع	أي نوع من الناس تريدين أن تكوني؟	What kind of person do you want to be?	196
طريقة	هذه هي أفضل طريقة تساعدني بها.	It's the best way that you can support me.	197
حول	عندما كنا أطفالا، كل ما حولنا بدا كبيرا.	When we're children, everything around us looks so big.	200
عندما	عندما كنا أطفالا، كل ما حولنا بدا كبيرا.	When we're children, everything around us looks so big.	200
كبير	عندما كنا أطفالا، كل ما حولنا بدا كبيرا.	When we're children, everything around us looks so big.	200
غرفة	كان هناك الكثير من الناس في الغرفة.	There were a lot of people in the room.	205
غرفة	لم يكن هناك أحد في الغرفة.	There was no one in the room.	205
حين	نعم ، يحصل ذلك من حين إلى آخر.	Yes, that happens from time to time.	206
حين	نعم ، يحدث هذا بين الحين و الآخر.	Yes, that happens from time to time.	206
بين	نعم ، يحدث هذا بين الحين و الآخر.	Yes, that happens from time to time.	206
شكرا	سأحاول مرة أخرى، شكراً لك.	I'll try again, thank you.	207
مرحبا	مرحباً، هل ما زلت هنا؟	Hello? Are you still here?	208
ساعة	هذه الساعة أفضل من تلك.	This watch is superior to that one.	212
فهم	حتى الأطفال يمكنهم فهم ذلك.	Even children can understand it.	214
هكذا	من أعطاك الحق بأن تتحدث إلي هكذا؟	What gives you the right to talk to me like that?	215
عائلة	من فضلك ، حدثنا عن عائلتك.	Please tell us about your family.	217
حاجة	هل أنت بحاجة إلى المال؟	Do you need money?	219
ملك	لا أعلم إن كنت سأملك الوقت لفعله.	I don't know if I'll have time to do it.	221
أمي	أنا طفل وحيد أبي و أمي.	I am an only child.	227
عندما	ماتت أمي عندما كنت صغيراً.	My mother died when I was a kid.	227
صباح	لماذا أتت إلى هنا هذا الصباح؟	Why did she come here this morning?	232
بما	أخبرتها بما كان يفعله في غرفتها.	I told her what he was doing in her room.	237
التي	كانت الفتاة الوحيدة التي كانت تحبني حقا	She was the one girl who actually loved me.	238
وصل	سنصل إلى هناك بعد ساعة.	We'll arrive there within an hour.	242
نسبة	أنت -بالنسبة لي- كل شيء.	You are everything to me.	243
نسبة	هذا أمر جديد بالنسبة لي.	It's news to me.	243
لأن	هي لَمْ تذهبْ لأن صديقها لم يذهبْ	She didn't go because her boyfriend didn't.	245
عاش	ليس لديه بيت ليعيش فيه.	He has no house to live in.	246
عاش	نحن نأكل لنعيش، لا نعيش لنأكل.	We eat to live, not live to eat.	246
زوجة	كيف ستشعر اذا تركتك زوجتك ؟	How would you feel if your wife left you?	247
سنة	كل سنة و أنت بخير.	Happy New Year!	249
لنا	لماذا لا تريدون أن تقولوا لنا الحقيقة؟	Why don't you want to tell us the truth?	251
لنا	لماذا لا تريدان أن تقولا لنا الحقيقة؟	Why don't you want to tell us the truth?	251
لنا	لماذا لا تردن أن تقلن لنا الحقيقة؟	Why don't you want to tell us the truth?	251
أفعل	لم أقصد أن أفعل ذلك.	I didn't mean to do that.	254
فكرة	أنا لا أحب هذه الفكرة كثيرًا.	I don't like that idea much.	255
إمكان	بإمكانك وضعها في أي مكان.	You can put it anywhere.	257
حسنا	حسنا. لنرى ما بإمكاننا فعله.	Alright. Let's see what we can do.	257
دون	لم أكن لأفعل ذلك من دون مساعدتك.	I couldn't have done it without you. Thank you.	258
ى	أُرِيدُ أَنْ أَرَى الْغُرْفَةَ.	I should like to see the room.	259
عليها	هي لم يكن عليها فعل هذا.	She shouldn't have done that.	260
عليها	لماذا عليها أن تفعل هذا؟	Why does she need to do this?	260
أقل	ألم أقل لك من قبل!	I told you before!	262
ألم	ألم أقل لك من قبل!	I told you before!	262
نسي	أخبرني أنه سيذهب إلى فينس.	He told me he would go to Venice.	263
دائم	إنه أنت من سأحب دائمًا.	You're the one I'll always love.	264
متى	لا أعرف متى سيكون هنا.	I don't know when he'll be here.	265
لأن	أنا سعيد لأنّه لا يوجد أحد هنا.	I'm glad no one is around.	269
لأن	أنا سعيد لأنّك فعلت هذا من أجلي.	I'm happy that you did that for me.	269
أسبوع	الأمر عينه حصل لصديق لي بعد أسبوع!	The exact same thing happened to my friend a week later!	270
عين	الأمر عينه حصل لصديق لي بعد أسبوع!	The exact same thing happened to my friend a week later!	270
أسبوع	أنا أخذت تلك الصورة قبل إسبوع.	I took that photo a week ago.	271
عندما	فلنسألها عندما تعود إلى المنزل.	Let's ask her when she gets back home.	275
علاقة	ما يقوله ليس له علاقة بهذه المشكلة.	What he says has nothing to do with this problem.	279
تحرك	يتحركون من مكان إلى آخر.	They move from place to place.	284
نهاية	في النهاية، على الجميع أن يتعلموا بأنفسهم.	Everyone must learn on their own in the end.	285
آية	كان لدى باية القليل من ذلك.	Mary had some.	295
تحت	فتحتُ الباب وخرجت من السيارة.	I opened the door and got out of the car.	297
تكلم	لا أحب الطريقة التي يتكلم بها.	I don't like the way he speaks.	298
التي	لا أحب الطريقة التي يتكلم بها.	I don't like the way he speaks.	298
رئيس	تتكلم و كأنك رئيس عملنا.	You talk as if you were the boss.	298
تقول	كيف لك أن تقول ذلك؟	How can you say that?	299
تقول	يمكنك أنت تقول أي شيء تريد.	You can say whatever you want to.	299
أيها	صباح الخير, أيها السيدات والسادة!	Good morning, ladies and gentlemen!	300
سيدة	صباح الخير, أيها السيدات والسادة!	Good morning, ladies and gentlemen!	300
سيد	صباح الخير, أيها السيدات والسادة!	Good morning, ladies and gentlemen!	300
عرض	لم لم تقم بذلك كما عرضت الأمر عليك؟	Why didn't you do that the way I suggested?	302
ولكن	أتمنى لو لم يجب عليّ أن أخبرك هذا، ولكن...	I wish I didn't have to tell you this, but ...	304
تمنى	أتمنى لو لم يجب عليّ أن أخبرك هذا، ولكن...	I wish I didn't have to tell you this, but ...	304
تمنى	أتمنى أن يكون لديك وقت أكثر لي.	I wish you had more time for me.	304
دقيقة	سيأخذ دقيقة من وقتك فقط.	It will only take a minute of your time.	307
لما	اسمع لما عندي ان اقول.	Listen to what I have to say.	309
أشعر	لا أحد يعلم بما أشعر به.	Nobody knows how I feel.	310
أشعر	أشعرُ بأنني غير مُقدّر في العمل.	I feel underappreciated at work.	310
رأي	ما الذي جعله يغير رأيه؟	What made him change his mind?	311
خاص	كل شخص لديه آرائه الخاصّة.	Everybody has their own opinion.	311
أني	أتذكر أني رأيتها مرة على الطريق.	I remember seeing her once on the street.	314
أني	أنا متأكد أني سأكون بخير.	I'm sure I'll be fine.	314
نسبة	هذا خبر جديد بالنسبة لي.	This news is new to me.	318
خبر	هذا خبر جديد بالنسبة لي.	This news is new to me.	318
خبر	ليس هذا ما أردت إخبارك عنه.	That's not what I wanted to tell you.	318
فتى	هذا هو الفتى الذي أفكر به.	This is the boy I think about.	319
فتى	الفتى الذي أحبه لا يحبني.	The boy I love doesn't love me.	319
فتى	"""هل هذا فتى أو فتاة؟"" ""اسأله""."	"""Is that a boy or a girl?"" ""Ask them."""	319
بأس	أظن أنها لا بأس بها.	I think it's OK.	320
الذين	جميع الرجال الذين اعرفهم يحبون السيارات	All of the men that I know like cars!	321
كلمة	من أين أتت هذه الكلمة؟	Where does this word come from?	322
كلمة	هذه الكلمة تعني لها الكثير.	This word means a lot to her.	322
جانب	انظر إلى الأمور من كل الجوانب.	Look at things from all angles.	323
جاء	ما الذي جاء بك إلى هنا؟	What made you come here?	326
خاص	إلى خاصته جاء وخاصته لم تقبله.	He came to that which was his own, but his own did not receive him.	326
هاتف	هناك شخصٌ ما يريدك على الهاتف.	Someone is calling you.	327
هاتف	لم يرد أحد على الهاتف.	Nobody answered the telephone.	327
بدون	ما من حياة بدون ماء.	There is no life without water.	328
حقيقي	بإمكاني الآن أن أرى أين هم أصدقائي الحقيقيون.	Now I can see where my real friends are.	329
أرى	بإمكاني الآن أن أرى أين هم أصدقائي الحقيقيون.	Now I can see where my real friends are.	329
حالة	لم أرى سيارة بهذا القدم بهذه الحالة الجيدة.	I've never seen a car this old in such good condition.	329
عودة	يمكنك العودة إلى البيت لو أردت.	You can go home if you like.	330
عودة	بإمكانك العودة إلى المنزل الآن.	You can go home now.	330
خلال	كان ذلك خلال العودة إلى المنزل نهاية الأسبوع.	It was homecoming weekend.	330
أجرى	أنا لا أعرف ما يجري هنا.	I don't know what happens here.	331
أجرى	لا أحد يفهم ماذا يجري.	Nobody understands what's going on.	331
طبيب	هل لي أن أتحدث مع الطبيب؟	Can I speak to the doctor?	332
اعتقد	اعتقد بأنه يمكننا مساعدة بعضنا البعض.	I think we can help each other.	333
قصة	هذه قصة جديدة بالنسبة لي.	That is a new story to me.	336
قصة	سمعت تلك القصة من قبل.	I have heard the story.	336
شكل	أنا وأنت نشكل فريقا جيدا.	You and I make a good team.	338
فريق	أنا وأنت نشكل فريقا جيدا.	You and I make a good team.	338
دخل	بعد لحظة، دخل الرجل الى الغرفة.	After a while, the man came into the room.	339
معرفة	مَن لا معرفة لديه لا قوة له.	A people without knowledge is a people without strength.	340
قوة	مَن لا معرفة لديه لا قوة له.	A people without knowledge is a people without strength.	340
سمح	لا يمكنني السماح لك بفعل ذلك.	I can't allow you to do that.	344
سمح	اجعل أحداً آخر يقوم بذلك إذا سمحت.	Please have someone else do it.	344
خطأ	يجب أن تتعلم من أخطائك.	You must learn from mistakes.	345
تمام	من قال ذلك؟ إنه خطأ تمامًا!	Who said that? It's totally wrong!	345
خطأ	من قال ذلك؟ إنه خطأ تمامًا!	Who said that? It's totally wrong!	345
ص	صَحِح الأخطاء, إذا كان هناك أي منها.	Correct the errors, if there are any.	345
كامل	أنت لا تعلم بالقصة كاملة.	You don't know the whole story.	346
قاد	يقود أبي السيارة إلى عمله.	My father drives to work.	350
قاد	إنه لا يعرف كيف يقود سيارة.	He does not know how to drive a car.	350
قول	هل عندك ما تريد قوله؟	Do you have anything to say?	351
قول	هناك ما أريد قوله لك.	I have something that I want to say to you.	351
غادر	من الأفضل أن تغادر في الحال.	You'd better set off at once.	354
بدون	غادرت بدون أن تقول و لو كلمة.	She left without saying a word.	354
لكي	بعض الأحيان لا نقوم بالأشياء التي نريد أن نقوم بها لكي لا يعلم الآخرون أننا نريد أن نقوم بها.	Sometimes we don’t do things we want to do so that others won’t know we want to do them.	355
مزيد	أتمنى لو كان هناك المزيد من الناس مثلك.	I wish there were more people like you.	357
مزيد	هل تريد المزيد من المال؟	Do you want more money?	357
صوت	من فضلك تكلم بصوت أعلى.	Please speak more loudly.	360
شيئا	أريد أن أقول لك شيئاً.	I have something to tell you.	361
جون	تعرف أنّ جون كان يحبها.	She knows that John loved her.	364
قلب	البعيد عن العين بعيد عن القلب.	Out of sight, out of mind.	365
عين	البعيد عن العين بعيد عن القلب.	Out of sight, out of mind.	365
فقد	من أجل ذلك فقد عمله.	For that reason, he lost his job.	367
فقد	أنا سوف أذهب لتفقد العمل	I am going to check the work.	367
كفى	لا أعلم إن كان لدي ما يكفي من الوقت.	I don't know if I have the time.	368
أمام	هناك رجل غريب أمام المنزل.	There is a strange man in front of the house.	369
قضية	الشرطةُ تنظرُ في أمرِ قضيةِ القتلِ	The police are looking into the murder case.	371
رغب	لم أرغب ابدا في الواقع أن أذهب إلى هناك.	I never actually wanted to go there.	372
واقع	لم أرغب ابدا في الواقع أن أذهب إلى هناك.	I never actually wanted to go there.	372
صعب	إن ذلك صعب جداً عليّ.	This is too difficult for me.	374
صعب	سيكون من الصعب علينا فعل ذلك.	It's going to be difficult for us to do that.	374
طوال	بقيت في المنزل طوال اليوم.	She stayed in the house all day.	375
طوال	أنا أفكر فيك طوال اليوم.	I think about you all day long.	375
طوال	كنت أفكر بك طوال اليوم.	I've been thinking of you all day.	375
قيام	بإمكان أي ولد القيام بذلك.	Any child can do that.	376
قيام	لم علي القيام بذلك بنفسي؟	Why do I have to do this by myself?	376
فريق	هو في فريق كرة القدم.	He's on a soccer team.	378
أيضا	هذا جميل ، و ذلك أيضاً جميل.	This is beautiful, and that is also beautiful.	379
أمن	الذي يؤمن به لا يدان.	Whoever believes in him is not condemned.	381
كي	هي في حاجة لأحد كي تتحدث معه.	She needs someone to talk to.	383
كي	بإمكاني أن آخذك إلى هناك كي تراه.	I can take you there to see it.	383
رجاء	هل بإمكانك أن تتوقف، رجاء؟	Would you stop, please?	386
ثلاث	أنا الآن في الثلاثين من عمري.	I'm thirty now.	388
الله	ساعد نفسك و سيساعدك الله.	God helps those who help themselves.	389
ى	صَلَّى ٱللهُ عَلَيْهِ وَسَلَّمَ۔	Peace be upon him.	389
أعد	لم أعد أتذكر ما حصل.	I don't remember what happened anymore.	390
لاحق	من فضلك، حاول مرة أخرى في وقت لاحق.	Please try again later.	393
لاحق	حاول مرة أخرى في وقت لاحق.	Please try again later.	393
ميت	من هو ذلك الرجل الميت؟	Who's the dead man?	395
غد	ألا يمكنك أن تأجلها إلى الغد؟	Can't you put it off until tomorrow?	397
غد	ليس عليك أن تأتي غدًا.	You don't have to come tomorrow.	397
غد	لا تؤجل عمل اليوم إلى الغد.	Don't delay today's work until tomorrow.	397
واضح	لقد كان من الواضح أنهُ في ألم.	He was obviously in pain.	398
واضح	لقد كان من الواضح أنها في ألم.	She was obviously in pain.	398
انتظر	أنت هناك! انتظر من فضلك.	Hey you! Please wait.	399
ذكر	كل شيء حولي يذكرني بك.	Everything around me reminds me of you.	400
ود	ظننت أنك قد تود الذهاب معي.	I thought you might want to come along.	401
إ	لَمْ يَأْتِ رَجُلٌ قَطُّ بِمِثْلِ مَا جِئْتَ بِهِ إِلَّا عُودِيَ.	Any man who came with something similar to what you have brought was treated with hostility.	401
ود	لَمْ يَأْتِ رَجُلٌ قَطُّ بِمِثْلِ مَا جِئْتَ بِهِ إِلَّا عُودِيَ.	Any man who came with something similar to what you have brought was treated with hostility.	401
سنوات	أنا أعيش هنا منذ 5 سنوات	I've been living here for five years.	403
جزء	أنت الآن جزء من حياتي.	You're now part of my life.	404
طعام	ما زال لدينا الكثير من الطعام.	We still have a lot of food left.	405
طعام	كان هناك ما يكفينا من الطعام.	There was food enough for us all.	405
طعام	هي قدمت لي بعض الطعام.	She provided me with some food.	405
ثانية	آمل ألا يحدث هذا ثانيةً.	I hope this won't happen again.	408
شركة	أخبرني أنه يريد ترك الشركة.	He told me that he wanted to leave the company.	409
وجود	لم يخبرني أحد بوجودك هنا.	Nobody told me you were here.	411
وجود	لم يخبرني أحد بوجودكما هنا.	Nobody told me you were here.	411
وجود	لم يخبرني أحد بوجودكم هنا.	Nobody told me you were here.	411
عيد	ليس هناك ما يمكن أن يُعيدها إلى الحياة.	Nothing can bring her back to life.	412
قريب	منذ ذلك اليوم، أصبحا قريبان جدّا.	Since that day, they have become very close.	413
ممكن	من الممكن أن لا تأتي.	She may not come.	415
ممكن	من الممكن أن يكون ما تقوله صحيح.	You may be right.	415
ممكن	من الممكن أن تكون قد أخبرتني.	You might have told me.	415
جريمة	كانت تلك جريمة من أجل المال.	This was a murder for money.	416
جريمة	حدثني عن جريمة القتل تلك.	Tell me about the murder.	416
مما	إنها تتحدث أكثر مما يجب.	She talks a lot.	421
مما	إنه يتكلم أكثر مما يجب.	He talks too much.	421
مما	بغيره لم يكن شيء مما كان.	Without him nothing was made that has been made.	421
حالة	أنت في حالة أفضل مما أنا عليه.	You're in better shape than I am.	421
سجن	لا أريده أن يدخل السجن.	I don't want him to go to jail.	422
أخير	إنها لم تكن أول مرة, ولن تكون الأخيرة.	It wasn't the first time and it won't be the last.	423
ترجمة	هناك بعض الأشياء التى من الصعب ترجمتها.	There are some things that are difficult to translate.	424
خاص	أحضرنا ما هو خاص بنا.	We brought ours.	425
سابق	أنا صديقه و سأبقى كذلك.	I am his friend and will remain so.	427
أكبر	هذه السيارة أكبر من تلك.	This car is bigger than that one.	428
حان	حان الوقت لفعل شيئاً ما.	It's time to do something.	429
دائما	لماذا يحدث هذا دائماً لي؟	Why does this always happen to me?	439
دائما	لا أحب اللعب معه. نحن نفعل دائماً الأشياء نفسها.	I don't like playing with him. We always do the same things.	439
بالضبط	لا أعلم متى سيصل بالضبط.	I don't know exactly when he will arrive.	441
مهمة	نحن بحاجة الى القيام بالاشياء المهمة اولا	We need to do the important things first.	445
عميل	هل العميل دائمًا على حق؟	Is the customer always right?	446
حظ	إنه من حسن الحظ أن تكون رجلاً.	It's lucky to be a man.	448
حظ	لحسن الحظ، لم أرهم مجددا.	Thankfully, I didn't see them again.	448
تناول	لا أرغب في بتناول أي طعامٍ اليوم.	I don't feel like eating anything today.	450
رغب	لا أرغب في بتناول أي طعامٍ اليوم.	I don't feel like eating anything today.	450
المدينة	لا أحب هذه المدينة على الإطلاق.	I don't like this city at all.	451
إطلاق	لا أحب هذه المدينة على الإطلاق.	I don't like this city at all.	451
المدينة	هل تذكر المدينة الذي ولد بها؟	Do you remember the town where he was born?	451
جزء	جزء من هذه الأرض ملك لي.	A part of this land is mine.	454
الأرض	جزء من هذه الأرض ملك لي.	A part of this land is mine.	454
أخرج	هل يمكننى أن أخرج للعب؟	Can I go out to play?	458
شرب	لم يكن لدينا ماء شرب.	We had no potable water.	462
اعتقد	اعتقد ان الحياة هي ما تصنعه.	I think life is what you make it.	464
كثر	من الأفضل أن لا تُكثر من الأكل.	You had better not eat too much.	465
أنتم	كل سنة و أنتم بخير.	Happy New Year!	466
هرب	أردت أن أضربه و لكنه هرب مني.	I wanted to hit him, but he ran away from me.	468
حي	لا أعرف هذا الحي جيدا.	I don't know this neighborhood too well.	469
تصرف	إن كنتَ رجلا، فتصرف مثل الرجال.	If you are a man, behave as such.	472
دم	لقد أعطى دمه لكى يساعد أخته.	He gave his blood to help his sister.	473
عبر	يصعب علي أن أعبر عن ما أريد بكلمات.	I find it difficult to express my meaning in words.	476
توقع	لم أكن أتوقع هذا منك حقا.	I really wasn't expecting that from you.	479
ظهر	يجب على الكل أن يتعلموا الكلمات عن ظهر قلب.	Everyone has to learn the words by heart.	480
جنس	لا تعرف شيء عن الجنس.	She knows nothing about the birds and the bees.	481
شهر	سأبقى هنا هذا الشهر كله.	I will stay here all this month.	482
لهم	لقد قلت لهم أن يبقوا في غرفتهم.	I told them to stay in their room.	484
كلام	توقف كِن عن الكلام و بدأ بالأكل.	Ken stopped talking and began to eat.	485
جو	إنه جو رائع ، أليس كذلك؟	Great weather, isn't it?	488
