word	sentence	translation	difficulty_rank	gloss
mtu	Kila mtu alikuwa akifanya hivyo.	Everyone was doing it.	128	every · CL1.person · 3SG.PST.be · 3SG.PROG.do · CL8.thus
kila	Kila mtu alikuwa akifanya hivyo.	Everyone was doing it.	128	every · CL1.person · 3SG.PST.be · 3SG.PROG.do · CL8.thus
fanya	Kila mtu alikuwa akifanya hivyo.	Everyone was doing it.	128	every · CL1.person · 3SG.PST.be · 3SG.PROG.do · CL8.thus
hivyo	Kila mtu alikuwa akifanya hivyo.	Everyone was doing it.	128	every · CL1.person · 3SG.PST.be · 3SG.PROG.do · CL8.thus
siku	Ni siku kubwa.	It's a great day.	131	COP · CL9.day · CL9.big
ni	Ni siku kubwa.	It's a great day.	131	COP · CL9.day · CL9.big
kubwa	Ni siku kubwa.	It's a great day.	131	COP · CL9.day · CL9.big
pia	Lakini mama yako anakwenda pia.	But your mother is going too.	132	but · CL1.mother · CL9.2SG.POSS · 3SG.PRES.go · also
mama	Lakini mama yako anakwenda pia.	But your mother is going too.	132	but · CL1.mother · CL9.2SG.POSS · 3SG.PRES.go · also
lakini	Lakini mama yako anakwenda pia.	But your mother is going too.	132	but · CL1.mother · CL9.2SG.POSS · 3SG.PRES.go · also
yako	Lakini mama yako anakwenda pia.	But your mother is going too.	132	but · CL1.mother · CL9.2SG.POSS · 3SG.PRES.go · also
kwenda	Lakini mama yako anakwenda pia.	But your mother is going too.	132	but · CL1.mother · CL9.2SG.POSS · 3SG.PRES.go · also
kazi	Ni kazi yake.	He is responsible for it.	137	COP · CL9.work · CL9.3SG.POSS
yake	Ni kazi yake.	He is responsible for it.	137	COP · CL9.work · CL9.3SG.POSS
kazi	Nilifanya kazi yangu.	I did my job.	137	1SG.PST.do · CL9.work · CL9.1SG.POSS
fanya	Nilifanya kazi yangu.	I did my job.	137	1SG.PST.do · CL9.work · CL9.1SG.POSS
yangu	Nilifanya kazi yangu.	I did my job.	137	1SG.PST.do · CL9.work · CL9.1SG.POSS
watoto	Wao ni watoto.	They're children.	141	3PL · COP · CL2.child
wao	Wao ni watoto.	They're children.	141	3PL · COP · CL2.child
mimi	Mimi ni nani?	Who am I?	145	1SG · COP · who
nani	Mimi ni nani?	Who am I?	145	1SG · COP · who
huyu	Mtu huyu ni nani?	Who is this man?	145	CL1.person · CL1.this · COP · who
nani	Mtu huyu ni nani?	Who is this man?	145	CL1.person · CL1.this · COP · who
wewe	Wewe ni nani?	Who are you?	145	2SG · COP · who
nani	Wewe ni nani?	Who are you?	145	2SG · COP · who
yeye	Yeye ni nani?	Who's she?	145	3SG · COP · who
kuja	Walikuja.	They came.	148	3PL.PST.come
siku	Siku njema.	G'day.	153	CL9.day · CL9.good
njema	Siku njema.	G'day.	153	CL9.day · CL9.good
mji	Yerusalemu ni Mji Mtakatifu wa Wayahudi.	Jerusalem is the Holy City of the Jews.	165	Jerusalem · COP · CL3.town · CL3.holy · CL3.of · CL2.Jew
wayahudi	Yerusalemu ni Mji Mtakatifu wa Wayahudi.	Jerusalem is the Holy City of the Jews.	165	Jerusalem · COP · CL3.town · CL3.holy · CL3.of · CL2.Jew
mtakatifu	Yerusalemu ni Mji Mtakatifu wa Wayahudi.	Jerusalem is the Holy City of the Jews.	165	Jerusalem · COP · CL3.town · CL3.holy · CL3.of · CL2.Jew
wa	Yerusalemu ni Mji Mtakatifu wa Wayahudi.	Jerusalem is the Holy City of the Jews.	165	Jerusalem · COP · CL3.town · CL3.holy · CL3.of · CL2.Jew
yerusalemu	Yerusalemu ni Mji Mtakatifu wa Wayahudi.	Jerusalem is the Holy City of the Jews.	165	Jerusalem · COP · CL3.town · CL3.holy · CL3.of · CL2.Jew
kazi	Bado tunafanya kazi hiyo.	We're still working that out.	175	still · 1PL.PRES.do · CL9.work · CL9.that
bado	Bado tunafanya kazi hiyo.	We're still working that out.	175	still · 1PL.PRES.do · CL9.work · CL9.that
hiyo	Bado tunafanya kazi hiyo.	We're still working that out.	175	still · 1PL.PRES.do · CL9.work · CL9.that
kuwa	Ulikuwa ukweli.	It was the truth.	177	CL11.PST.be · CL11.truth
ukweli	Ulikuwa ukweli.	It was the truth.	177	CL11.PST.be · CL11.truth
yeye	Yeye si mtoto.	He is not a child.	179	3SG · NEG.COP · CL1.child
mtoto	Yeye si mtoto.	He is not a child.	179	3SG · NEG.COP · CL1.child
yeye	Yeye ni mtoto tu.	He is nothing but a child.	179	3SG · COP · CL1.child · only
mtoto	Yeye ni mtoto tu.	He is nothing but a child.	179	3SG · COP · CL1.child · only
tu	Yeye ni mtoto tu.	He is nothing but a child.	179	3SG · COP · CL1.child · only
tu	Walikuwa na mtoto mmoja tu.	They had only one child.	179	3PL.PST.be · with · CL1.child · CL1.one · only
mmoja	Walikuwa na mtoto mmoja tu.	They had only one child.	179	3PL.PST.be · with · CL1.child · CL1.one · only
walikuwa	Walikuwa na mtoto mmoja tu.	They had only one child.	179	3PL.PST.be · with · CL1.child · CL1.one · only
na	Walikuwa na mtoto mmoja tu.	They had only one child.	179	3PL.PST.be · with · CL1.child · CL1.one · only
mtoto	Walikuwa na mtoto mmoja tu.	They had only one child.	179	3PL.PST.be · with · CL1.child · CL1.one · only
mambo	Unafanya mambo kama mtoto.	You're acting like a child.	179	2SG.PRES.do · CL6.matter · like · CL1.child
kama	Unafanya mambo kama mtoto.	You're acting like a child.	179	2SG.PRES.do · CL6.matter · like · CL1.child
habari	Habari za nyumbani?	How is your family?	186	CL10.news · CL10.POSS · CL9.house.LOC
za	Habari za nyumbani?	How is your family?	186	CL10.news · CL10.POSS · CL9.house.LOC
nyumbani	Habari za nyumbani?	How is your family?	186	CL10.news · CL10.POSS · CL9.house.LOC
nyumbani	Je, wewe ni nyumbani?	Are you at home?	186	Q · 2SG · COP · CL9.house.LOC
je	Je, wewe ni nyumbani?	Are you at home?	186	Q · 2SG · COP · CL9.house.LOC
hii	Yeye ni ndani ya nyumba hii.	He is inside this house.	193	CL1 · COP · inside · CL9.POSS · CL9.house · CL9.this
ndani	Yeye ni ndani ya nyumba hii.	He is inside this house.	193	CL1 · COP · inside · CL9.POSS · CL9.house · CL9.this
ya	Yeye ni ndani ya nyumba hii.	He is inside this house.	193	CL1 · COP · inside · CL9.POSS · CL9.house · CL9.this
nyumba	Yeye ni ndani ya nyumba hii.	He is inside this house.	193	CL1 · COP · inside · CL9.POSS · CL9.house · CL9.this
alikuwa	Alikuwa anasimama karibu naye.	She was standing near him.	212	CL1.PST.be · CL1.PRES.stand · near · with.CL1
simama	Alikuwa anasimama karibu naye.	She was standing near him.	212	CL1.PST.be · CL1.PRES.stand · near · with.CL1
karibu	Alikuwa anasimama karibu naye.	She was standing near him.	212	CL1.PST.be · CL1.PRES.stand · near · with.CL1
naye	Alikuwa anasimama karibu naye.	She was standing near him.	212	CL1.PST.be · CL1.PRES.stand · near · with.CL1
pata	Nimepata kufanya.	I have succeeded in doing it.	218	1SG.PERF.get · INF.do
kufanya	Nimepata kufanya.	I have succeeded in doing it.	218	1SG.PERF.get · INF.do
pata	Nilipata moja.	I found one.	218	1SG.PST.get · one
moja	Nilipata moja.	I found one.	218	1SG.PST.get · one
habari	Habari gani?	What's new?	221	CL10.news · what.kind
gani	Habari gani?	What's new?	221	CL10.news · what.kind
gani	Unafanya kazi gani?	What's your profession?	221	2SG.PRES.do · CL9.work · what.kind
nchi	Unaishi katika nchi gani?	What country do you live in?	221	2SG.PRES.live · in · CL9.country · what.kind
katika	Unaishi katika nchi gani?	What country do you live in?	221	2SG.PRES.live · in · CL9.country · what.kind
gani	Unaishi katika nchi gani?	What country do you live in?	221	2SG.PRES.live · in · CL9.country · what.kind
ishi	Unaishi katika nchi gani?	What country do you live in?	221	2SG.PRES.live · in · CL9.country · what.kind
mwanamke	Wewe si mwanamke.	You're not a woman.	224	2SG · NEG.COP · CL1.woman
jua	Je, unajua mwanamke huyu?	Do you know this lady?	224	Q · 2SG.PRES.know · CL1.woman · CL1.this
huyu	Je, unajua mwanamke huyu?	Do you know this lady?	224	Q · 2SG.PRES.know · CL1.woman · CL1.this
mwanamke	Je, unajua mwanamke huyu?	Do you know this lady?	224	Q · 2SG.PRES.know · CL1.woman · CL1.this
je	Je, unajua mwanamke huyu?	Do you know this lady?	224	Q · 2SG.PRES.know · CL1.woman · CL1.this
wangu	Wewe ni mwanamke wangu.	You're my woman.	224	2SG · COP · CL1.woman · CL1.POSS.1SG
mwanamke	Wewe ni mwanamke wangu.	You're my woman.	224	2SG · COP · CL1.woman · CL1.POSS.1SG
hayo	Nilisikia hayo.	I heard that.	238	1SG.PST.hear · CL6.that
sikia	Nilisikia hayo.	I heard that.	238	1SG.PST.hear · CL6.that
kuwa	Tulikuwa na sababu zetu.	We had our reasons.	251	1PL.PST.be · with · CL10.reason · CL10.POSS.1PL
zetu	Tulikuwa na sababu zetu.	We had our reasons.	251	1PL.PST.be · with · CL10.reason · CL10.POSS.1PL
sababu	Tulikuwa na sababu zetu.	We had our reasons.	251	1PL.PST.be · with · CL10.reason · CL10.POSS.1PL
na	Tulikuwa na sababu zetu.	We had our reasons.	251	1PL.PST.be · with · CL10.reason · CL10.POSS.1PL
nyumbani	Kaa nyumbani.	Stay home.	257	stay.IMP · CL9.house.LOC
kaa	Kaa nyumbani.	Stay home.	257	stay.IMP · CL9.house.LOC
hata	Hiyo si kweli hata kidogo.	That's not true at all.	258	CL9.that · NEG.COP · truth · even · CL7.little
kidogo	Hiyo si kweli hata kidogo.	That's not true at all.	258	CL9.that · NEG.COP · truth · even · CL7.little
hiyo	Hiyo si kweli hata kidogo.	That's not true at all.	258	CL9.that · NEG.COP · truth · even · CL7.little
kweli	Hiyo si kweli hata kidogo.	That's not true at all.	258	CL9.that · NEG.COP · truth · even · CL7.little
chochote	Ninajua kidogo au kitu chochote juu yake.	I know little or nothing about it.	258	1SG.PRES.know · CL7.little · or · CL7.thing · CL7.any · above · CL9.POSS.3SG
yake	Ninajua kidogo au kitu chochote juu yake.	I know little or nothing about it.	258	1SG.PRES.know · CL7.little · or · CL7.thing · CL7.any · above · CL9.POSS.3SG
kidogo	Ninajua kidogo au kitu chochote juu yake.	I know little or nothing about it.	258	1SG.PRES.know · CL7.little · or · CL7.thing · CL7.any · above · CL9.POSS.3SG
juu	Ninajua kidogo au kitu chochote juu yake.	I know little or nothing about it.	258	1SG.PRES.know · CL7.little · or · CL7.thing · CL7.any · above · CL9.POSS.3SG
jua	Ninajua kidogo au kitu chochote juu yake.	I know little or nothing about it.	258	1SG.PRES.know · CL7.little · or · CL7.thing · CL7.any · above · CL9.POSS.3SG
kitu	Ninajua kidogo au kitu chochote juu yake.	I know little or nothing about it.	258	1SG.PRES.know · CL7.little · or · CL7.thing · CL7.any · above · CL9.POSS.3SG
au	Ninajua kidogo au kitu chochote juu yake.	I know little or nothing about it.	258	1SG.PRES.know · CL7.little · or · CL7.thing · CL7.any · above · CL9.POSS.3SG
ingia	Nitaingia.	I'll jump in.	277	1SG.FUT.enter
mimi	Mimi ni mwalimu.	I am a teacher.	278	1SG · COP · CL1.teacher
mwalimu	Mimi ni mwalimu.	I am a teacher.	278	1SG · COP · CL1.teacher
wangu	Yeye ni mwalimu wangu.	She is my teacher.	278	CL1 · COP · CL1.teacher · CL1.POSS.1SG
mwalimu	Yeye ni mwalimu wangu.	She is my teacher.	278	CL1 · COP · CL1.teacher · CL1.POSS.1SG
pale	Alikuwa pale wakati gani?	When was he here before?	281	CL1.PST.be · CL16.there · CL11.time · what.kind
alikuwa	Alikuwa pale wakati gani?	When was he here before?	281	CL1.PST.be · CL16.there · CL11.time · what.kind
wakati	Alikuwa pale wakati gani?	When was he here before?	281	CL1.PST.be · CL16.there · CL11.time · what.kind
wako	Wanasema wako tayari kufanya hivyo.	They say they're ready to do that.	293	CL2.PRES.say · CL2.be · ready · INF.do · CL8.that
sema	Wanasema wako tayari kufanya hivyo.	They say they're ready to do that.	293	CL2.PRES.say · CL2.be · ready · INF.do · CL8.that
tayari	Wanasema wako tayari kufanya hivyo.	They say they're ready to do that.	293	CL2.PRES.say · CL2.be · ready · INF.do · CL8.that
kufanya	Wanasema wako tayari kufanya hivyo.	They say they're ready to do that.	293	CL2.PRES.say · CL2.be · ready · INF.do · CL8.that
hivyo	Wanasema wako tayari kufanya hivyo.	They say they're ready to do that.	293	CL2.PRES.say · CL2.be · ready · INF.do · CL8.that
rudi	Nitarudi.	I'll come back.	299	1SG.FUT.return
kufanya	Alisema anajua jinsi ya kufanya hilo.	He said he knew how to do that.	302	CL1.PST.say · CL1.PRES.know · CL9.manner · CL9.POSS · INF.do · CL5.that
jinsi	Alisema anajua jinsi ya kufanya hilo.	He said he knew how to do that.	302	CL1.PST.say · CL1.PRES.know · CL9.manner · CL9.POSS · INF.do · CL5.that
hilo	Alisema anajua jinsi ya kufanya hilo.	He said he knew how to do that.	302	CL1.PST.say · CL1.PRES.know · CL9.manner · CL9.POSS · INF.do · CL5.that
ya	Alisema anajua jinsi ya kufanya hilo.	He said he knew how to do that.	302	CL1.PST.say · CL1.PRES.know · CL9.manner · CL9.POSS · INF.do · CL5.that
alisema	Alisema anajua jinsi ya kufanya hilo.	He said he knew how to do that.	302	CL1.PST.say · CL1.PRES.know · CL9.manner · CL9.POSS · INF.do · CL5.that
jua	Alisema anajua jinsi ya kufanya hilo.	He said he knew how to do that.	302	CL1.PST.say · CL1.PRES.know · CL9.manner · CL9.POSS · INF.do · CL5.that
alisema	Alisema alikuwa anakufa.	He said he was dying.	302	CL1.PST.say · CL1.PST.be · CL1.PRES.die
kufa	Alisema alikuwa anakufa.	He said he was dying.	302	CL1.PST.say · CL1.PST.be · CL1.PRES.die
enda	Tunaenda nyumbani.	We're goin' home.	312	1PL.PRES.go · CL9.house.LOC
hivyo	Si mbaya hivyo	It isn't as bad as all that.	314	NEG.COP · CL9.bad · CL8.that
mbaya	Si mbaya hivyo	It isn't as bad as all that.	314	NEG.COP · CL9.bad · CL8.that
kaa	"""Watoto watakaa nyumbani na mama yao?"" ""La. Watakaa peke yao."""	"""Will the children stay at home with their mother?"" ""No, they will stay alone."""	325	CL2.child · CL2.FUT.stay · CL9.house.LOC · with · CL1a.mother · CL9.POSS.3PL · no · CL2.FUT.stay · alone · CL9.POSS.3PL
mama	"""Watoto watakaa nyumbani na mama yao?"" ""La. Watakaa peke yao."""	"""Will the children stay at home with their mother?"" ""No, they will stay alone."""	325	CL2.child · CL2.FUT.stay · CL9.house.LOC · with · CL1a.mother · CL9.POSS.3PL · no · CL2.FUT.stay · alone · CL9.POSS.3PL
la	"""Watoto watakaa nyumbani na mama yao?"" ""La. Watakaa peke yao."""	"""Will the children stay at home with their mother?"" ""No, they will stay alone."""	325	CL2.child · CL2.FUT.stay · CL9.house.LOC · with · CL1a.mother · CL9.POSS.3PL · no · CL2.FUT.stay · alone · CL9.POSS.3PL
peke	"""Watoto watakaa nyumbani na mama yao?"" ""La. Watakaa peke yao."""	"""Will the children stay at home with their mother?"" ""No, they will stay alone."""	325	CL2.child · CL2.FUT.stay · CL9.house.LOC · with · CL1a.mother · CL9.POSS.3PL · no · CL2.FUT.stay · alone · CL9.POSS.3PL
yao	"""Watoto watakaa nyumbani na mama yao?"" ""La. Watakaa peke yao."""	"""Will the children stay at home with their mother?"" ""No, they will stay alone."""	325	CL2.child · CL2.FUT.stay · CL9.house.LOC · with · CL1a.mother · CL9.POSS.3PL · no · CL2.FUT.stay · alone · CL9.POSS.3PL
na	"""Watoto watakaa nyumbani na mama yao?"" ""La. Watakaa peke yao."""	"""Will the children stay at home with their mother?"" ""No, they will stay alone."""	325	CL2.child · CL2.FUT.stay · CL9.house.LOC · with · CL1a.mother · CL9.POSS.3PL · no · CL2.FUT.stay · alone · CL9.POSS.3PL
watoto	"""Watoto watakaa nyumbani na mama yao?"" ""La. Watakaa peke yao."""	"""Will the children stay at home with their mother?"" ""No, they will stay alone."""	325	CL2.child · CL2.FUT.stay · CL9.house.LOC · with · CL1a.mother · CL9.POSS.3PL · no · CL2.FUT.stay · alone · CL9.POSS.3PL
kuja	Nitakuja nyumbani kwako.	I'll come to your house.	329	1SG.FUT.come · CL9.house.LOC · CL17.POSS.2SG
kwako	Nitakuja nyumbani kwako.	I'll come to your house.	329	1SG.FUT.come · CL9.house.LOC · CL17.POSS.2SG
mbili	Ndiyo, kuna sababu kubwa mbili.	Yes, there are two important reasons.	331	yes · CL17.there.are · CL10.reason · CL10.big · CL10.two
ndiyo	Ndiyo, kuna sababu kubwa mbili.	Yes, there are two important reasons.	331	yes · CL17.there.are · CL10.reason · CL10.big · CL10.two
kuna	Ndiyo, kuna sababu kubwa mbili.	Yes, there are two important reasons.	331	yes · CL17.there.are · CL10.reason · CL10.big · CL10.two
sababu	Ndiyo, kuna sababu kubwa mbili.	Yes, there are two important reasons.	331	yes · CL17.there.are · CL10.reason · CL10.big · CL10.two
kubwa	Ndiyo, kuna sababu kubwa mbili.	Yes, there are two important reasons.	331	yes · CL17.there.are · CL10.reason · CL10.big · CL10.two
kuna	Kuna chakula gani?	What kind of food is there?	331	CL17.there.is · CL7.food · which
chakula	Kuna chakula gani?	What kind of food is there?	331	CL17.there.is · CL7.food · which
hapa	Kila wakati kuna kitu cha kufanya hapa.	There's always something to do here.	331	every · CL11.time · CL17.there.is · CL7.thing · CL7.of · INF.do · CL16.here
kuna	Kila wakati kuna kitu cha kufanya hapa.	There's always something to do here.	331	every · CL11.time · CL17.there.is · CL7.thing · CL7.of · INF.do · CL16.here
wakati	Kila wakati kuna kitu cha kufanya hapa.	There's always something to do here.	331	every · CL11.time · CL17.there.is · CL7.thing · CL7.of · INF.do · CL16.here
kila	Kila wakati kuna kitu cha kufanya hapa.	There's always something to do here.	331	every · CL11.time · CL17.there.is · CL7.thing · CL7.of · INF.do · CL16.here
cha	Kila wakati kuna kitu cha kufanya hapa.	There's always something to do here.	331	every · CL11.time · CL17.there.is · CL7.thing · CL7.of · INF.do · CL16.here
kitu	Kila wakati kuna kitu cha kufanya hapa.	There's always something to do here.	331	every · CL11.time · CL17.there.is · CL7.thing · CL7.of · INF.do · CL16.here
mahali	Kuna mahali kwa kila mtu.	There's a place for everybody.	331	CL17.there.is · CL16.place · for · every · CL1.person
kila	Kuna mahali kwa kila mtu.	There's a place for everybody.	331	CL17.there.is · CL16.place · for · every · CL1.person
kwa	Kuna mahali kwa kila mtu.	There's a place for everybody.	331	CL17.there.is · CL16.place · for · every · CL1.person
yake	Kazi yake nini kitu hiki?	What is this thing used for?	332	CL9.work · CL9.3SG.POSS · what · CL7.thing · CL7.this
hiki	Kazi yake nini kitu hiki?	What is this thing used for?	332	CL9.work · CL9.3SG.POSS · what · CL7.thing · CL7.this
kitu	Kazi yake nini kitu hiki?	What is this thing used for?	332	CL9.work · CL9.3SG.POSS · what · CL7.thing · CL7.this
nasi	Aliishi karibu nasi.	She lived next door to us.	337	CL1.PST.live · near · with.1PL
karibu	Aliishi karibu nasi.	She lived next door to us.	337	CL1.PST.live · near · with.1PL
ishi	Aliishi karibu nasi.	She lived next door to us.	337	CL1.PST.live · near · with.1PL
hii	Nimeishi hapa kwa miaka hii kumi.	I have been living here for these ten years.	338	1SG.PERF.live · CL16.here · for · CL4.year · CL4.these · ten
hapa	Nimeishi hapa kwa miaka hii kumi.	I have been living here for these ten years.	338	1SG.PERF.live · CL16.here · for · CL4.year · CL4.these · ten
kumi	Nimeishi hapa kwa miaka hii kumi.	I have been living here for these ten years.	338	1SG.PERF.live · CL16.here · for · CL4.year · CL4.these · ten
ishi	Nimeishi hapa kwa miaka hii kumi.	I have been living here for these ten years.	338	1SG.PERF.live · CL16.here · for · CL4.year · CL4.these · ten
kwa	Nimeishi hapa kwa miaka hii kumi.	I have been living here for these ten years.	338	1SG.PERF.live · CL16.here · for · CL4.year · CL4.these · ten
miaka	Nimeishi hapa kwa miaka hii kumi.	I have been living here for these ten years.	338	1SG.PERF.live · CL16.here · for · CL4.year · CL4.these · ten
chini	Hakuna kitu chini ya kiti.	There's nothing under the chair.	348	NEG.CL17.there.is · CL7.thing · CL9.under · CL9.of · CL7.chair
kiti	Hakuna kitu chini ya kiti.	There's nothing under the chair.	348	NEG.CL17.there.is · CL7.thing · CL9.under · CL9.of · CL7.chair
hakuna	Hakuna kitu chini ya kiti.	There's nothing under the chair.	348	NEG.CL17.there.is · CL7.thing · CL9.under · CL9.of · CL7.chair
za	Habari za leo?	How are you today?	354	CL10.news · CL10.of · today
leo	Habari za leo?	How are you today?	354	CL10.news · CL10.of · today
tazama	Je, unatazama habari?	Do you watch the news?	358	Q · 2SG.PRES.watch · CL9.news
je	Je, unatazama habari?	Do you watch the news?	358	Q · 2SG.PRES.watch · CL9.news
ondoka	Tunaondoka sasa.	We're leaving now.	363	1PL.PRES.leave · now
sasa	Tunaondoka sasa.	We're leaving now.	363	1PL.PRES.leave · now
ondoka	Aliondoka.	He left.	363	CL1.PST.leave
nchi	Yuko nchi za nje.	He is abroad.	372	CL1.be.at · CL10.country · CL10.of · outside
nje	Yuko nchi za nje.	He is abroad.	372	CL1.be.at · CL10.country · CL10.of · outside
za	Yuko nchi za nje.	He is abroad.	372	CL1.be.at · CL10.country · CL10.of · outside
yuko	Yuko nchi za nje.	He is abroad.	372	CL1.be.at · CL10.country · CL10.of · outside
haya	Kazi yangu ni kujua haya mambo.	My job is to know these things.	394	CL9.work · CL9.1SG.POSS · COP · INF.know · CL6.these · CL6.matter
mambo	Kazi yangu ni kujua haya mambo.	My job is to know these things.	394	CL9.work · CL9.1SG.POSS · COP · INF.know · CL6.these · CL6.matter
yangu	Kazi yangu ni kujua haya mambo.	My job is to know these things.	394	CL9.work · CL9.1SG.POSS · COP · INF.know · CL6.these · CL6.matter
kujua	Kazi yangu ni kujua haya mambo.	My job is to know these things.	394	CL9.work · CL9.1SG.POSS · COP · INF.know · CL6.these · CL6.matter
ana	Ana imani.	She has hope.	395	CL1.have · CL9.faith
imani	Ana imani.	She has hope.	395	CL1.have · CL9.faith
enda	Ninaenda katika safari.	I'm going on a trip.	400	1SG.PRES.go · in · CL9.journey
safari	Ninaenda katika safari.	I'm going on a trip.	400	1SG.PRES.go · in · CL9.journey
katika	Ninaenda katika safari.	I'm going on a trip.	400	1SG.PRES.go · in · CL9.journey
anza	Ninaanza safari.	I'm hitting the road.	400	1SG.PRES.begin · CL9.journey
safari	Ninaanza safari.	I'm hitting the road.	400	1SG.PRES.begin · CL9.journey
matunda	Kuna matunda.	There is fruit.	401	CL17.there.are · CL6.fruit
kwenda	Mke wangu alikwenda shamba.	My wife went to the farm.	407	CL1.wife · CL1.1SG.POSS · CL1.PST.go · CL5.farm
wangu	Mke wangu alikwenda shamba.	My wife went to the farm.	407	CL1.wife · CL1.1SG.POSS · CL1.PST.go · CL5.farm
mke	Mke wangu alikwenda shamba.	My wife went to the farm.	407	CL1.wife · CL1.1SG.POSS · CL1.PST.go · CL5.farm
shamba	Mke wangu alikwenda shamba.	My wife went to the farm.	407	CL1.wife · CL1.1SG.POSS · CL1.PST.go · CL5.farm
enda	Wataenda kesho.	They will go tomorrow.	409	CL2.FUT.go · tomorrow
kesho	Wataenda kesho.	They will go tomorrow.	409	CL2.FUT.go · tomorrow
kunywa	Ninakunywa.	I'm drinking.	410	1SG.PRES.drink
nia	Alisema kuwa alikuwa na nia.	He said that he was interested.	411	CL1.PST.say · that · CL1.PST.be · with · CL9.intention
kuwa	Alisema kuwa alikuwa na nia.	He said that he was interested.	411	CL1.PST.say · that · CL1.PST.be · with · CL9.intention
alisema	Alisema kuwa alikuwa na nia.	He said that he was interested.	411	CL1.PST.say · that · CL1.PST.be · with · CL9.intention
mchana	Habari za mchana?	How are you today?	415	CL10.news · CL10.of · CL3.afternoon
kuja	Unapaswa kuja wakati fulani.	You should come by sometime.	418	2SG.PRES.ought · INF.come · CL11.time · certain
wakati	Unapaswa kuja wakati fulani.	You should come by sometime.	418	2SG.PRES.ought · INF.come · CL11.time · certain
fulani	Unapaswa kuja wakati fulani.	You should come by sometime.	418	2SG.PRES.ought · INF.come · CL11.time · certain
paswa	Unapaswa kuja wakati fulani.	You should come by sometime.	418	2SG.PRES.ought · INF.come · CL11.time · certain
ahadi	Ni ahadi kubwa sana.	It's a huge commitment.	421	COP · CL9.promise · CL9.big · very
sana	Ni ahadi kubwa sana.	It's a huge commitment.	421	COP · CL9.promise · CL9.big · very
kubwa	Ni ahadi kubwa sana.	It's a huge commitment.	421	COP · CL9.promise · CL9.big · very
kwangu	Chukua moja ya kwangu.	Take one of me.	422	take.IMP · one · CL9.of · CL17.1SG.POSS
moja	Chukua moja ya kwangu.	Take one of me.	422	take.IMP · one · CL9.of · CL17.1SG.POSS
chukua	Chukua moja ya kwangu.	Take one of me.	422	take.IMP · one · CL9.of · CL17.1SG.POSS
wapi	Mwalimu yuko wapi?	Where is the teacher?	423	CL1.teacher · CL1.be.at · where
mwalimu	Mwalimu yuko wapi?	Where is the teacher?	423	CL1.teacher · CL1.be.at · where
yuko	Mwalimu yuko wapi?	Where is the teacher?	423	CL1.teacher · CL1.be.at · where
bwana	Je, utapata divai, bwana?	Are we gonna get some wine, dude?	426	Q · 2SG.FUT.get · CL9.wine · CL1.sir
pata	Je, utapata divai, bwana?	Are we gonna get some wine, dude?	426	Q · 2SG.FUT.get · CL9.wine · CL1.sir
divai	Je, utapata divai, bwana?	Are we gonna get some wine, dude?	426	Q · 2SG.FUT.get · CL9.wine · CL1.sir
mambo	Mambo jamaa.	Howdy folks.	427	CL6.matter · CL9.folk
jamaa	Mambo jamaa.	Howdy folks.	427	CL6.matter · CL9.folk
