word	sentence	translation	difficulty_rank
solo	Sono da solo qui.	I'm alone here.	36
da	Sono da solo qui.	I'm alone here.	36
da	Io sono da solo qui.	I'm alone here.	36
mio	Questo è mio!	This is mine!	37
questo	Questo è mio!	This is mine!	37
mio	Non è mio.	It isn't mine.	37
mio	Sei mio.	You're mine.	37
il	Questo non è il mio.	This isn't mine.	37
il	Non è il mio.	It's not mine.	37
me	È per me.	It's for me.	39
per	È per me.	It's for me.	39
me	Sono qui per me.	They're here for me.	39
me	Questo non è per me.	This is not for me.	39
con	Sono con me.	They're with me.	39
con	È qui con me.	I have him here with me.	39
come	Non sei come me.	You're not like me.	39
come	Tu non sei come me.	You're not like me.	39
con	È con me.	She's with me.	39
hai	Cosa hai per me?	What do you have for me?	39
tutto	Tutto bene.	All is well.	40
tutto	È tutto.	That's all.	40
tutto	È tutto?	Is that all?	40
ha	Ha tutto.	You have everything.	40
ha	Ha tutto?	Do you have everything?	40
te	Non sono come te!	I'm not like you!	41
te	Io non sono come te!	I'm not like you!	41
te	È per te.	That's for you.	41
era	Era solo.	He was alone.	42
era	Era mio.	It was mine.	42
era	Non c'era.	He wasn't there.	42
mia	Non è mia.	It isn't mine.	43
mia	Sei mia.	You're mine.	43
mia	Era mia.	It was mine.	43
la	Non è la mia.	It's not mine.	43
fatto	Come l'hai fatto?	How did you make it?	44
fatto	L'hai fatto da solo?	Did you make it for yourself?	44
fatto	L'ho fatto.	I have done it.	44
mi	Cosa mi hai fatto?	What did you do to me?	44
mi	Che cosa mi hai fatto?	What did you do to me?	44
mi	Che mi hai fatto?	What did you do to me?	44
di	Di cosa è fatto?	What is it made of?	44
di	Di che cosa è fatto?	What is it made of?	44
ti	Ti ha fatto questo?	Did he do this to you?	44
fare	Che fare?	What to do?	45
fare	Cosa fare?	What to do?	45
fare	Che cosa fare?	What to do?	45
una	C'è solo una cosa da fare.	There's only one thing to do.	45
a	Cosa ha a che fare con questo?	What does she have to do with this?	45
a	Che cosa ha a che fare con questo?	What does she have to do with this?	45
a	Che ha a che fare con questo?	What does she have to do with this?	45
o	Essere o non essere?	To be or not to be?	46
essere	Essere o non essere?	To be or not to be?	46
o	Essere o non essere.	To be or not to be.	46
essere	Essere o non essere.	To be or not to be.	46
essere	Essere è fare.	To be is to do.	46
so	Non so.	I don't know.	47
so	So tutto.	I know everything.	47
so	Lo so.	I know.	47
quando	Quando l'ho fatto?	When did I do that?	48
quando	Quando?	When?	48
quando	Non so quando.	I don't know when.	48
sì	Sì e no.	Yes and no.	49
sì	Sì.	Yes.	49
sì	Sì o no?	Yes or no?	49
ora	E ora?	And now?	51
ora	Non so cosa fare ora.	I don't know what to do now.	51
ora	Non so che ora è.	I don't know what time it is.	51
se	Se non ora, quando?	If not now, when?	51
la	La ha ora.	He has it now.	51
lei	Sei come lei?	Are you like her?	52
lei	E lei?	How about you?	52
lei	Lei non è qui.	She's not here.	52
una	Ha una cosa per lei.	He has a thing for her.	52
gli	Cosa gli hai fatto?	What did you do to him?	53
gli	Cosa gli ha fatto?	What did you do to him?	53
gli	So cosa gli hai fatto.	I know what you did to him.	53
ne	Ne ho una.	I have one.	54
ne	Io ne ho una.	I have one.	54
ne	Ne ho una per te.	I've got one for you.	54
oh	Oh no!	Oh no!	55
oh	Oh, sono io!	Oh, that's me!	55
oh	Oh.	Oh.	55
questa	Questa è mia!	This is mine!	56
questa	Questa non è mia.	This isn't mine.	56
questa	Questa è mia.	This is mine.	56
detto	Ho detto tutto.	I've said everything.	57
detto	Cosa hai detto?	What did you say?	57
detto	Che cosa hai detto?	What did you say?	57
ti	Ti ho detto di no!	I told you no!	57
ti	Ti ha detto cosa fare?	Did he tell you what to do?	57
ok	È tutto OK?	Is everything OK?	58
ok	OK.	OK.	58
ok	È tutto OK qui?	Is everything OK here?	58
va	Come va?	What's up?	59
va	Ma va'!	You don't say!	59
va	Con me tutto va bene.	With me everything is OK.	59
se	Se tutto va bene!	Hopefully!	59
se	Quando se ne va?	When is she leaving?	59
quello	Questo o quello?	This one or that one?	60
quello	Ha fatto quello che gli ho detto di fare.	He did what I told him to do.	60
quello	Quello sono io.	That's me.	60
mai	Non l'ho mai detto!	I've never said that!	61
mai	Ma non me l'hai mai detto!	But you've never told me about this!	61
mai	Non me l'hai mai detto.	You never told me that.	61
anche	Anche io.	So do I.	64
anche	Anche io!	Me too!	64
anche	Sono anche qui.	I am also here.	64
stato	Ci sei mai stato?	Have you ever been there?	65
stato	Sono lo Stato!	I am the State!	65
stato	Io sono lo Stato!	I am the State!	65
abbiamo	L'abbiamo fatto tutto.	We've all done it.	66
abbiamo	Che abbiamo qui?	What do we have here?	66
abbiamo	L'abbiamo fatto.	We've done it.	66
tutti	L'abbiamo fatto tutti.	We've all done that.	67
tutti	Sono tutti qui.	Everyone is here.	67
tutti	È stato detto a tutti?	Has everyone been told?	67
grazie	Grazie, è tutto.	Thanks, that's all.	69
grazie	Grazie!	Thank you!	69
grazie	No, grazie.	No, thank you.	69
sta	Come sta?	How are you?	70
sta	E lei, come sta?	And you, how are you?	70
sta	Come sta ora?	How are you now?	70
chi	Di chi è?	Whose is it?	71
chi	Chi sei?	Who are you?	71
chi	Chi sono io?	Who am I?	71
molto	Non molto bene.	Not too well.	72
molto	Abbiamo molto da fare.	We have a lot to do.	72
molto	Molto bene!	Really good!	72
più	Non so più cosa fare.	I don't know what to do anymore.	73
più	Non è più solo.	He isn't lonely anymore.	73
più	Ora o mai più.	It's now or never.	73
voglio	Non ne voglio più.	I don't want it anymore.	74
voglio	Questo è quello che voglio.	This is what I want.	74
voglio	Voglio di più.	I want more.	74
il	Io voglio il mio.	I want mine.	74
perché	Perché è qui?	Why is he here?	75
perché	Ma perché?	But why?	75
perché	Perché?	Why?	75
tuo	È tuo?	Is it yours?	76
tuo	Questo è mio e quello è tuo.	This is mine, and that's yours.	76
tuo	È tuo quello?	Is that yours?	76
beh	Va beh.	Whatever.	77
beh	Beh, cosa?	Well, what?	77
beh	Beh, è tutto quello che ho.	Well, that's all I have.	77
sia	Non so chi sia.	I don't know who he is.	78
sia	Io non so chi sia.	I don't know who he is.	78
sia	Non so cosa sia questo.	I don't know what this is.	78
lui	Lei è tutto per lui.	She is everything to him.	79
lui	Chi è lui?	Who is he?	79
lui	Lui chi è?	Who is he?	79
allora	E allora?	So what?	80
allora	Allora chi?	Then who?	80
allora	Allora, perché sei qui?	So, why are you here?	80
posso	Questo è tutto quello che posso fare per te.	This is all I can do for you.	81
posso	Sì, posso.	Yes, I can.	81
posso	Cosa posso fare?	What can I do?	81
ehi	Ehi, tu!	Hey, you!	82
ehi	Ehi, lei!	Hey, you!	82
ehi	Ehi.	Hey.	82
prima	L'ha fatto prima.	She's done this before.	83
prima	Lei l'ha fatto prima.	She's done this before.	83
prima	Sono la prima.	I'm first.	83
tua	Ora è la tua ora.	Now is your time.	84
tua	È tua?	Is it yours?	84
alla	Alla tua!	Cheers!	84
tua	Alla tua!	Cheers!	84
suo	Questo è mio e quello è suo.	This is mine, and that's yours.	85
suo	È suo?	Is it yours?	85
suo	Questo non è suo.	This isn't yours.	85
niente	"""Grazie."" ""Di niente."""	"""Thank you."" ""You're welcome."""	86
niente	Non posso fare niente.	I can't do anything.	86
niente	O tutto o niente.	All or nothing.	86
qualcosa	C'è qualcosa che posso fare per te?	Is there anything that I can do for you?	87
qualcosa	Hai detto qualcosa?	Did you say something?	87
qualcosa	Mi hai detto qualcosa.	You've told me something.	87
in	C'è qualcosa in più.	There is something more.	87
in	C'è qualcosa che non va in me?	Is there something wrong with me?	87
sai	Tu sai chi è.	You know who he is.	88
sai	Lo sai?	Do you know it?	88
sai	La sai?	Do you know it?	88
in	Sai cosa c'è che non va in lui?	Do you know what's wrong with him?	88
siamo	È per questo che siamo qui.	That's why we are here.	89
siamo	Chi siamo?	Who are we?	89
siamo	Siamo qui!	We're here!	89
davvero	Davvero?	Really?	91
davvero	Davvero? Perché?	Really? Why?	91
davvero	Oh! Davvero?	Oh! Really?	91
fa	5 più 3 fa 8.	Add 5 to 3 and you have 8.	92
fa	Lei che cosa fa?	What are you doing?	92
fa	Questo mi fa bene!	This is good for me.	92
si	Che si fa?	What's the go?	92
si	Con niente non si fa niente.	You can't make something from nothing.	92
si	Non è come lo si fa.	That's not how you do it.	92
ancora	Non sono ancora qui.	They aren't here yet.	93
ancora	È ancora qui?	Is he still here?	93
ancora	Lui è ancora qui?	Is he still here?	93
hanno	Hanno detto il perché?	Did they say why?	94
hanno	Hanno detto quando?	Did they say when?	94
hanno	Non hanno fatto niente.	They didn't do anything.	94
stai	E tu, come stai?	And you, how are you?	95
stai	Come stai?	How are you?	95
stai	Con chi stai?	Who do you stay with?	95
sua	È sua?	Is it yours?	96
alla	Alla sua!	Cheers!	96
sua	Alla sua!	Cheers!	96
sua	Questa non è sua.	This isn't yours.	96
così	Così sia.	So be it.	97
così	Era così.	It was like this.	97
così	È così?	Is that so?	97
casa	Sono a casa.	I am at home.	98
casa	Era a casa.	He was at home.	98
casa	Questa casa è mia.	This house is mine.	98
uno	Uno per tutti, tutti per uno.	One for all, all for one.	99
uno	Ne voglio uno!	I want one!	99
uno	Io ne voglio uno!	I want one!	99
dove	Dove sei?	Where are you?	100
dove	Dove siamo?	Where are we?	100
dove	Dove sei ora?	Where are you now?	100
su	Io so molto su di te.	I know a lot about you.	101
su	Io so molto su di lei.	I know a lot about you.	101
su	Non so niente su di lui.	I do not know anything about him.	101
vero	È vero?	Is that true?	102
vero	È vero.	It's true.	102
vero	Quello che ha detto non era vero.	What he said was not true.	102
vuoi	Che vuoi?	What do you want?	103
vuoi	Che cosa vuoi fare?	What do you want to do?	103
vuoi	Ma che vuoi?	But what do you want?	103
noi	Stai qui con noi.	Stay here with us.	104
noi	Noi l'abbiamo fatto tutto.	We've all done it.	104
noi	Noi abbiamo molto da fare.	We have a lot to do.	104
due	Sì, due.	Yes, two.	105
due	Siamo in due.	We are in two.	105
due	Uno più uno fa due.	One and one makes two.	105
quindi	Io sono perché tu sei, e quindi noi siamo.	I am because you are, and therefore we are.	106
quindi	E quindi?	So what?	106
quindi	Quindi cosa?	Then what?	106
dire	Cosa vuoi dire?	What do you mean?	107
dire	Non mi dire!	You don't say!	107
dire	Mai dire mai.	Never say never.	107
quella	Quella è casa sua.	That is his house.	108
quella	Quella casa è la mia.	That house is mine.	108
quella	Quella è la sua casa.	That is her house.	108
sempre	Voglio essere con te per sempre.	I want to be with you forever.	109
sempre	È sempre con me.	He is always with me.	109
sempre	È sempre stato così.	That was always so.	109
altro	Non ho altro da dire.	I have nothing left to say.	110
altro	Io non ho altro da dire.	I have nothing left to say.	110
altro	Che altro?	What else?	110
sto	Sto bene, grazie.	I'm fine, thank you.	111
sto	Non sto per niente bene.	I am not well at all.	111
sto	Sto bene.	I'm doing fine.	111
andare	Sto per andare.	I'm going to go.	113
andare	Vuoi andare?	You want to go?	113
andare	Vuoi andare anche tu?	Will you go, too?	113
loro	Chi sono loro?	Who are they?	114
loro	Questa è la loro casa.	This is their house.	114
loro	Sono come loro.	I am like them.	114
devo	Devo andare ora.	I have to go now.	115
devo	Non ti devo niente!	I don't owe you squat!	115
devo	Non le devo niente!	I don't owe you squat!	115
forse	Sì. No. Forse. Non so.	Yes. No. Maybe. I don't know.	116
forse	Forse è vero.	Maybe it's true.	116
forse	Forse no.	Perhaps not.	116
li	Li ho tutti.	I've got them all.	117
li	Io li ho tutti.	I've got them all.	117
li	Non li voglio.	I don't want them.	117
proprio	Non so proprio cosa dire.	I just don't know what to say.	118
proprio	Ha proprio detto così.	He did say so.	118
proprio	"""Hai qualcosa da fare?"" ""No, non proprio."""	"""Do you have anything to do?"" ""No, not really."""	118
certo	Sì, certo.	Yes, of course.	119
certo	Certo!	Of course!	119
certo	Lo so per certo.	I know it for sure.	119
tempo	Non so se ho tempo.	I don't know if I have the time.	120
tempo	Non ho tempo per te.	I don't have time for you.	120
tempo	È tempo per lei di andare a casa.	It is time for her to go home.	120
poi	E poi?	And then?	121
poi	No, no, e poi no!	No, no, and furthermore, no!	121
poi	E poi cosa?	And then what?	121
vi	Vi voglio bene.	I love you.	122
vi	Non vi devo niente!	I don't owe you squat!	122
vi	Cosa vi devo?	What do I owe you?	122
credo	Credo in te.	I believe in you.	123
credo	Credo in lui.	I believe in him.	123
credo	Ti credo.	I believe you.	123
vita	Gli devo la mia vita.	I owe him my life.	124
vita	Questa è la mia vita?	Is this my life?	124
vita	Così è la vita.	That's life.	124
cose	So cose che tu non sai.	I know things you don't.	125
cose	Io so cose che tu non sai.	I know things you don't.	125
cose	È come sono le cose.	That's how things are.	125
quanto	Quanto fa due più due?	What is two plus two?	126
quanto	Quanto ti devo?	How much do I owe you?	126
quanto	Quanto le devo?	How much do I owe you?	126
puoi	Puoi andare dove vuoi.	You can go wherever you want.	127
puoi	Puoi andare.	You may go.	127
puoi	Puoi andare a casa ora.	You may go home now.	127
fuori	Voglio andare fuori.	I wanna go out.	128
fuori	È fuori ora.	He's out now.	128
fuori	Lui è fuori ora.	He's out now.	128
anni	Anche io ho 17 anni.	I'm 17, too.	129
anni	Ha 2 anni più di me.	He's two years older than me.	129
anni	Ho 18 anni.	I am eighteen years old.	129
cui	Per cui?	So?	130
andiamo	Sì, andiamo.	Okay, let's go.	131
andiamo	Andiamo a casa!	Let's go home!	131
andiamo	Andiamo!	Let's go!	131
parte	Quando parte?	When does it start?	132
parte	Quella non è la mia parte.	That is not my line.	132
parte	A che ora parte?	What time are you leaving?	132
visto	Io non l'ho visto più da allora.	I haven't seen him since then.	133
visto	L'ho visto.	I saw him again.	133
visto	Non l'ho più visto da allora.	I have not seen him since then.	133
qualcuno	Qualcuno me l'ha detto.	Someone told me that.	134
qualcuno	C'è qualcuno qui.	There's somebody here.	134
qualcuno	C'è qualcuno in casa?	Is there anybody in the house?	134
lavoro	Non lavoro.	I do not work.	135
al	È ancora al lavoro.	He's still at work.	135
lavoro	È ancora al lavoro.	He's still at work.	135
lavoro	Che lavoro fa?	What does she do?	135
al	Devo andare al lavoro.	I have to go to work.	135
al	Devo andare al lavoro ora.	I have to go to work now.	135
voi	Non ho tempo per voi.	I don't have time for you.	136
voi	Lavoro per voi.	I work for you.	136
voi	E voi?	How about you?	136
ciao	Ciao, come stai?	Hello, how are you?	137
ciao	Ciao! Come stai?	Hi! How are you?	137
ciao	Ciao a tutti!	Hi, everybody!	137
dio	Credo in Dio.	I believe in God.	138
dio	Oh, mio Dio!	Oh, my God!	138
dio	Io credo in Dio.	I believe in God.	138
volta	Ora è la tua volta.	Now is your time.	139
volta	Ancora una volta.	Once again.	139
volta	L'ho visto solo una volta.	I saw him but once.	139
alla	Non posso fare due cose alla volta.	I can't do two things at a time.	139
dopo	Dopo di te.	After you.	140
dopo	Dopo di voi.	After you.	140
dopo	Non so che fare dopo.	I don't know what to do next.	140
adesso	Devo andare adesso.	I have got to go now.	141
adesso	Cosa vuoi adesso?	What do you want now?	141
adesso	Che ora è adesso?	What time is it now?	141
stata	Dove sei stata?	Where have you been?	142
stata	Quanto tempo sei stata?	How long did you stay?	142
stata	Quanto tempo è stata?	How long did you stay?	142
uomo	Hai visto questo uomo?	Have you seen this man?	143
uomo	L'uomo non l'hai visto?	Didn't you see the man?	143
uomo	L'uomo non l'ha visto?	Didn't you see the man?	143
padre	Questo è mio padre.	This is my father.	144
padre	Hai visto mio padre?	Did you see my father?	144
padre	Ho visto tuo padre.	I saw your father.	144
devi	Sì, devi.	Yes, you must.	145
devi	Devi andare.	You have to go.	145
devi	Mi devi 1000 $.	You owe me $1,000.	145
bisogno	Ho bisogno di più tempo.	I need more time.	146
bisogno	Ho bisogno di voi.	I need you.	146
bisogno	Ho bisogno di te.	I need you.	146
cui	Questo è quello di cui ho bisogno.	This is what I need.	146
cui	Credo che sia tutto quello di cui ho bisogno.	I believe that's all I need.	146
amico	Questo è il mio amico.	This is my friend.	148
amico	Questo è mio amico.	This is my friend.	148
amico	È il suo amico.	He is his friend.	148
posto	È tutto a posto.	Everything is OK.	149
posto	Sei al mio posto.	You are in my spot.	149
posto	Tu sei al mio posto.	You are in my spot.	149
nessuno	Non ha visto nessuno.	He didn't see anybody.	150
nessuno	Nessuno ha mai visto Dio.	No one has ever seen God.	150
nessuno	Nessuno in casa?	Nobody at home?	150
via	Andiamo via.	Let's go away.	151
via	Non andare via.	Don't you go away.	151
via	Ho detto di andare via.	I said go away.	151
fai	Che fai?	What are you doing?	152
fai	Fai come vuoi.	Do as you want.	152
fai	Fai qualcosa!	Do something!	152
signore	Prima le signore.	Ladies first.	153
signore	Grazie, signore.	Thank you, sir.	153
signore	Sì, signore!	Yes, Sir!	153
meglio	Meglio.	That's better.	154
meglio	Non ho niente di meglio da fare.	I have nothing better to do.	154
meglio	Quello che non hai è meglio di quello che hai.	What you don't have is better than what you do have.	154
cazzo	Ma che cazzo è?	What the fuck is that?	155
cazzo	Cazzo!	Fuck!	155
cazzo	Cosa cazzo c'è che non va con te?	What the fuck is wrong with you?	155
dai	Dai, andiamo!	Come on, let's go!	156
dai	Dai!	Go for it.	156
dai	Dai questo a loro.	Give this to them.	156
vuole	Cosa vuole da me?	What do you want from me?	158
vuole	Cosa vuole fare?	What do you want to do?	158
vuole	Nessuno lo vuole.	Nobody wants it.	158
sembra	Sembra che ci sia sempre qualcosa da fare.	There always seems like there is something to do.	159
sembra	Niente è come sembra.	Nothing is as it seems.	159
sembra	Come sembra questo?	How does this look?	159
giorno	Oh! È il mio giorno.	Oh! It's my day.	160
giorno	È stata in casa tutto il giorno.	She stayed in the house all day.	160
giorno	Sei stato qui tutto il giorno?	Have you been here all day?	160
ogni	Fai questo ogni giorno?	Do you do this every day?	161
ogni	Tu fai questo ogni giorno?	Do you do this every day?	161
ogni	Fa questo ogni giorno?	Do you do this every day?	161
modo	Questo è sempre il modo in cui è stato.	This is always the way it has been.	162
modo	Fai a modo.	Behave yourself.	162
modo	Non è il modo in cui è?	Isn't that the way it is?	162
senza	Senza di te, io non sono niente.	Without you, I am nothing.	163
senza	Senza di voi, io non sono niente.	Without you, I am nothing.	163
senza	Senza di lei, io non sono niente.	Without you, I am nothing.	163
vedere	Lei non si fa ancora vedere.	She hasn't turned up yet.	164
vedere	Hai niente a che vedere con lui?	Are you related to him?	164
vedere	Lo vuoi vedere?	Do you want to see it?	164
dobbiamo	Dobbiamo andare.	We must go.	165
dobbiamo	Noi dobbiamo andare.	We must go.	165
dobbiamo	Dobbiamo fare di meglio.	We have to do better.	165
qualche	Ho qualche amico.	I have a few friends.	167
qualche	È qui da qualche parte.	He is somewhere about.	167
qualche	Non devi essere da qualche parte?	Don't you have to be somewhere?	167
dispiace	Perché ti dispiace per qualcosa che non hai fatto?	Why are you sorry for something you haven't done?	168
dispiace	Mi dispiace che il mio amico non sia qui.	I am sorry that my friend is not here.	168
dispiace	Non mi dispiace per lei.	I don't feel sorry for her.	168
penso	Penso, quindi sono.	I think, therefore I am.	169
penso	Penso che sia vero.	I think it true.	169
penso	Penso solo a te.	I only think of you.	169
ecco	Ecco 5$.	Here's $5.	170
ecco	Ecco perché siamo qui.	That's why we are here.	170
ecco	Ecco a te!	Here's to you!	170
parlare	Non ho più tempo per parlare con te.	I have no more time to talk with you.	171
parlare	Con chi vuoi parlare?	Who do you want to speak to?	171
parlare	Ha bisogno di qualcuno con cui parlare.	She needs someone to talk to.	171
tra	Tra l'altro, di dove sei?	By the way, where are you from?	172
tra	Sono tra noi!	They are among us!	172
tra	Loro sono tra noi!	They are among us!	172
mamma	È come sua mamma.	She's like her mum.	173
mamma	Lei è come sua mamma.	She's like her mum.	173
mamma	E anche tua mamma.	And your mom also.	173
già	Sono già le 7.	It's already seven.	174
già	Come già sai.	As you already know.	174
già	Te l'ho già detto.	I already told you.	174
sarebbe	E lei chi sarebbe?	And who might you be?	175
sarebbe	Non sarebbe qualcosa?	Wouldn't that be something?	175
sarebbe	Che altro sarebbe?	What else would it be?	175
dalla	Sei dalla mia parte.	You are in my way.	176
dalla	Il tempo è dalla mia parte.	Time is on my side.	176
dalla	È sempre dalla mia parte.	He is always on my side.	176
troppo	Non hai detto troppo?	Haven't you said too much?	177
troppo	No, non troppo.	No, not too much.	177
troppo	Quando è troppo è troppo!	Enough is enough!	177
fosse	Penso che fosse lui.	I think that was him.	178
fosse	Penso che fosse lei.	I think that was her.	178
fosse	Se solo fosse vero.	If only it were true.	178
ce	Non so se ce l'ho ancora.	I don't know if I still have it.	179
ce	Ce la puoi fare!	You can do it.	179
ce	Noi ce l'abbiamo!	We have it!	179
possiamo	C'è solo una cosa che possiamo fare ora!	There's only one thing we can do now!	180
possiamo	Possiamo parlare?	Can we talk?	180
possiamo	Non c'è niente che possiamo fare.	There's nothing to be done about it.	180
nuovo	È nuovo.	It's new.	181
nuovo	Non è nuovo.	It isn't new.	181
nuovo	Sei nuovo?	Are you new?	181
male	Sì, fa male.	Yes, it hurts.	182
male	Dove ti fa male?	Where does it hurt?	182
male	"""Come va?"" ""Non c'è male."""	"""How's it going?"" ""Not too bad."""	182
madre	"""Chi è?"" ""È tua madre."""	"""Who is it?"" ""It's your mother."""	183
madre	Come sta tua madre?	How is your mother?	183
madre	Mi dispiace, mia madre non è in casa.	I'm sorry, my mother's not at home.	183
avete	Ma non me l'avete mai detto!	But you've never told me about this!	184
avete	Avete visto mio padre?	Did you see my father?	184
avete	Avete visto questo uomo?	Have you seen this man?	184
tanto	Quanto prima tanto meglio.	The sooner, the better.	185
tanto	Mi dispiace tanto.	I'm so sorry.	185
tanto	Tanto meglio.	That's even better.	185
favore	Sì, per favore.	Yes, please.	186
favore	Mi puoi dire l'ora, per favore?	Can you tell me the time, please?	186
favore	Sono a favore.	I'm for it.	186
successo	Beh, cosa le è successo?	Well, what happened to her?	187
successo	È successo che era fuori.	It happened that he was out.	187
successo	Che cosa gli è successo?	What happened to him?	187
vai	Dove vai?	Where are you going?	188
vai	Ci vai o no?	Are you going or not?	188
vai	Vai via!	Go away!	188
giusto	Fai quello che è giusto!	Do what's right!	190
giusto	Non è giusto.	That's not fair.	190
giusto	Quindi posso andare, giusto?	So I can go, right?	190
sa	Tutto quello che sa è che non sa che sa.	All that he knows is that he doesn't know that he knows.	191
sa	Tutto quello che sa è che sa.	All that he knows is that he knows.	191
sa	Non sa che fare.	He doesn't know what to do.	191
miei	Sono miei!	They are mine!	192
miei	Sono miei.	They're mine.	192
miei	Loro sono miei.	They're mine.	192
dei	Questo è uno dei miei.	This is one of mine.	192
dei	È uno dei miei.	It's one of mine.	192
i	Ho ancora i miei.	I still have mine.	192
i	Hai visto i miei?	Have you seen mine?	192
i	Ha visto i miei?	Have you seen mine?	192
aspetta	Che cosa si aspetta?	What does he expect?	193
aspetta	Aspetta qui, per favore.	Please wait here.	193
aspetta	Aspetta!	Wait!	193
avere	Non voglio avere niente a che fare con te.	I want to have nothing to do with you.	194
avere	Io non voglio avere niente a che fare con te.	I want to have nothing to do with you.	194
avere	Non voglio avere niente a che fare con voi.	I want to have nothing to do with you.	194
altra	Forse qualche altra volta.	Maybe some other time.	195
altra	Che cosa vuole l'altra parte?	What does the other party want?	195
altra	Vuoi andare da qualche altra parte?	Do you want to go someplace else?	195
farlo	È perché non lo fai, non perché non sai farlo.	It is because you do not do it, not because you are not able to do it.	196
farlo	So come farlo.	I know how to do it.	196
farlo	Puoi farlo di nuovo?	Can you do that again?	196
facendo	Che stai facendo?	What are you doing?	197
facendo	Cosa stai facendo?	What are you doing?	197
facendo	Cosa stai facendo adesso?	What are you doing right now?	197
abbia	Credo che abbia 40 anni.	I believe she's 40 years old.	198
abbia	Io credo che abbia 40 anni.	I believe she's 40 years old.	198
abbia	Credo che lei abbia 40 anni.	I believe she's 40 years old.	198
momento	Ho molto lavoro in questo momento.	I've got much work to do at the moment.	199
momento	Non ho niente da fare al momento.	I have nothing to do at the moment.	199
momento	Io non ho niente da fare al momento.	I have nothing to do at the moment.	199
ero	Non lo so perché non c'ero.	I don't know because I wasn't there.	200
ero	Ero a casa.	I was at home.	200
ero	Ero in casa.	I was at home.	200
aveva	Quello non aveva niente a che fare con te.	This has nothing to do with you.	201
aveva	Aveva bisogno di me.	You needed me.	201
aveva	Lei aveva bisogno di me.	You needed me.	201
ragazzi	I ragazzi sono ragazzi.	Boys will be boys.	202
ragazzi	Dove sono i ragazzi?	Where are the boys?	202
ragazzi	Sono ragazzi.	They're boys.	202
deve	Se deve essere così, sia così.	If it must be that way, so be it.	203
deve	Ci deve essere qualcosa che puoi fare.	There must be something you can do.	203
deve	Deve essere fuori.	He must be out.	203
persone	Siamo persone.	We are people.	204
persone	Non ci sono più di sei persone qui.	There are no more than six persons here.	204
persone	Ci sono non più di sei persone qui.	There are no more than six persons here.	204
nostro	Quello è nostro padre.	That is our father.	205
nostro	Non è il nostro lavoro.	That's not our job.	205
nostro	Non era nostro.	It wasn't ours.	205
tipo	Sei il mio tipo.	You're my type.	206
tipo	Che tipo di lavoro fai?	What sort of work do you do?	206
tipo	È il mio tipo.	She's my type.	206
prego	Prego, da questa parte.	Will you step this way, please?	207
prego	"""Grazie."" ""Prego."""	"""Thank you."" ""You're welcome."""	207
prego	Prego.	Please.	207
grande	La mia casa è grande.	My house is big.	208
grande	Cosa vuoi fare da grande?	What do you want to be when you grow up?	208
grande	È così grande!	It's so big!	208
può	Chi mai può essere?	Who ever can it be?	209
