word	sentence	translation	difficulty_rank
estic	Hi estic d'acord.	I agree.	76
acord	D'acord?	Okay?	76
hem	Que hem fet?	What have we done?	78
fet	Que hem fet?	What have we done?	78
que	Que hem fet?	What have we done?	78
on	A on vas?	Where are you going?	79
a	A on vas?	Where are you going?	79
vas	A on vas?	Where are you going?	79
vas	Què vas fer?	What did you do?	79
què	Què vas fer?	What did you do?	79
vas	No vas dir res!	You didn't say anything!	79
vaig	No ho vaig dir mai.	I have never said it.	81
mai	No ho vaig dir mai.	I have never said it.	81
has	Ho has fet mai?	Have you ever done it?	81
mai	Ho has fet mai?	Have you ever done it?	81
fet	Ho has fet mai?	Have you ever done it?	81
gràcies	No, gràcies.	No, thank you.	85
gràcies	Gràcies!	Thank you!	85
estàs	Com estàs?	How are you?	87
amb	Amb qui estàs?	Who are you with?	87
estàs	Amb qui estàs?	Who are you with?	87
aquí	Perquè estàs aquí?	Why are you here?	87
estàs	Perquè estàs aquí?	Why are you here?	87
perquè	Perquè estàs aquí?	Why are you here?	87
saps	Saps tot.	You know everything.	92
saps	Com ja saps.	As you already know.	92
ja	Com ja saps.	As you already know.	92
la	On és la seva casa?	Where's his home?	93
seva	On és la seva casa?	Where's his home?	93
on	On és la seva casa?	Where's his home?	93
casa	On és la seva casa?	Where's his home?	93
casa	Estic a casa.	I'm at home.	93
a	Estic a casa.	I'm at home.	93
estic	Estic a casa.	I'm at home.	93
vols	Què vols veure?	What do you want to see?	96
què	Què vols veure?	What do you want to see?	96
vols	Què vols?	What would you like?	96
els	Com els vols?	How do you want them?	96
vols	Com els vols?	How do you want them?	96
aquest	Vols fer aquest ara?	Do you want to do this now?	96
ara	Vols fer aquest ara?	Do you want to do this now?	96
amb	Ella és amb ella.	She is with her.	99
ella	Ella és amb ella.	She is with her.	99
ara	Ara no tinc temps.	I don't have time now.	100
temps	Ara no tinc temps.	I don't have time now.	100
tinc	Ara no tinc temps.	I don't have time now.	100
potser	Potser sí, potser no.	Maybe yes, maybe not.	101
fins	Fins ara!	See you soon!	103
encara	Ell encara es aquí?	Is he still here?	105
es	Ell encara es aquí?	Is he still here?	105
aquí	Ell encara es aquí?	Is he still here?	105
ell	Ell encara es aquí?	Is he still here?	105
anar	Hi vull anar.	I want to go.	106
en	M'en vaig anar.	I left.	106
anar	M'en vaig anar.	I left.	106
casa	Vull anar a casa.	I'd like to go home.	106
anar	Vull anar a casa.	I'd like to go home.	106
sé	No sé on anar.	I don't know where to go.	106
et	Et vols anar?	Do you want to go?	106
dit	Ja he dit que sí.	I already said yes.	107
ja	Ja he dit que sí.	I already said yes.	107
dit	Per què no m'ho has dit?	Why did you not tell me this?	107
crec	Crec que ho va fer ell.	I think he did it.	108
ell	Crec que ho va fer ell.	I think he did it.	108
va	Crec que ho va fer ell.	I think he did it.	108
crec	Crec que ell ho ha fet.	I think he has done it.	108
ell	Crec que ell ho ha fet.	I think he has done it.	108
el	És tot el que pots fer.	It's all you can really do.	109
pots	És tot el que pots fer.	It's all you can really do.	109
també	Sí, a mi també.	Yeah, me too.	110
mi	Sí, a mi també.	Yeah, me too.	110
també	Sí, jo també.	Yeah, me too.	110
hola	Hola, com va?	Hello, how are you?	111
va	Hola, com va?	Hello, how are you?	111
hola	Hola.	Hello!	111
hola	"""Hola, qui és?"""	"""Hello, who is this?"""	111
tots	Hola a tots!	Hello everyone!	111
tots	Hola a tots.	Hi, everybody.	111
saps	Saps alguna cosa més sobre ell?	Do you know anything else about him?	116
sobre	Saps alguna cosa més sobre ell?	Do you know anything else about him?	116
alguna	Saps alguna cosa més sobre ell?	Do you know anything else about him?	116
més	Saps alguna cosa més sobre ell?	Do you know anything else about him?	116
déu	Gràcies a Déu!	Thank God.	119
gràcies	Gràcies a Déu!	Thank God.	119
déu	Gràcies a Déu.	Thank God.	119
déu	No soc Déu.	I'm not God.	119
soc	No soc Déu.	I'm not God.	119
fa	Ho fa perquè vol.	He does that because he wants to.	123
vol	Ho fa perquè vol.	He does that because he wants to.	123
perquè	Ho fa perquè vol.	He does that because he wants to.	123
el	Només fa el que vol fer.	He does only what he wants to do.	123
vol	Només fa el que vol fer.	He does only what he wants to do.	123
només	Només fa el que vol fer.	He does only what he wants to do.	123
fa	Només fa el que vol fer.	He does only what he wants to do.	123
algú	Hi ha algú? On soc?	Is there anyone there? Where am I?	124
algú	Que hi ha algú? On soc?	Is there anyone there? Where am I?	124
sé	No sé si ho sap.	I don't know if he knows it.	126
sap	No sé si ho sap.	I don't know if he knows it.	126
si	No sé si ho sap.	I don't know if he knows it.	126
sap	Sap tot.	You know everything.	126
també	Jo també tinc 17 anys.	I'm 17, too.	127
anys	Jo també tinc 17 anys.	I'm 17, too.	127
tinc	Jo també tinc 17 anys.	I'm 17, too.	127
abans	Per què no vas dir res d'això abans?	Why didn't you say anything about this sooner?	129
passa	Què et passa?	What is wrong with you?	130
et	Què et passa?	What is wrong with you?	130
passa	Què li passa?	What is wrong with him?	130
li	Què li passa?	What is wrong with him?	130
passa	Què passa?	What is going on?	130
nit	Què passa aquesta nit?	What's happening tonight?	130
aquesta	Què passa aquesta nit?	What's happening tonight?	130
van	Així és com van les coses.	That's just the way it goes.	131
coses	Així és com van les coses.	That's just the way it goes.	131
així	Així és com van les coses.	That's just the way it goes.	131
les	Així és com van les coses.	That's just the way it goes.	131
està	Està la teva mare a casa?	Is your mum at home?	134
mare	Està la teva mare a casa?	Is your mum at home?	134
teva	Està la teva mare a casa?	Is your mum at home?	134
millor	Ell és millor que tots nosaltres.	He's better than us all.	137
nosaltres	Ell és millor que tots nosaltres.	He's better than us all.	137
tots	Ell és millor que tots nosaltres.	He's better than us all.	137
altre	Això vas dir l'altre día, no?	You said that the other day, right?	138
dia	Això vas dir l'altre día, no?	You said that the other day, right?	138
altre	Gràcies per l'altre dia.	Thank you for the other day.	138
dia	Gràcies per l'altre dia.	Thank you for the other day.	138
tant	I tant.	Obviously.	140
amb	De què vols parlar amb mi?	What do you want to talk to me about?	141
parlar	De què vols parlar amb mi?	What do you want to talk to me about?	141
allà	Tots hi hem estat, allà.	We've all been there.	144
estat	Tots hi hem estat, allà.	We've all been there.	144
hem	Tots hi hem estat, allà.	We've all been there.	144
vostè	Qui és vostè?	Who are you?	145
millor	Jo ho hauria fet millor que ell.	I would've done better than he did.	146
hauria	Jo ho hauria fet millor que ell.	I would've done better than he did.	146
veritat	No sé si és veritat o no.	I don't know whether it is true or not.	150
si	No sé si és veritat o no.	I don't know whether it is true or not.	150
o	No sé si és veritat o no.	I don't know whether it is true or not.	150
veritat	De veritat?	Really?	150
veritat	És la veritat.	It's the truth.	150
nit	Bona nit.	Good night!	152
bona	Bona nit.	Good night!	152
un	Ets un gran home.	You're a great man.	153
gran	Ets un gran home.	You're a great man.	153
home	Ets un gran home.	You're a great man.	153
altre	Que has d'anar a cap altre lloc?	Do you have to go anywhere else?	156
lloc	Que has d'anar a cap altre lloc?	Do you have to go anywhere else?	156
cap	Que has d'anar a cap altre lloc?	Do you have to go anywhere else?	156
el	El seu lloc és aquí.	He belongs here.	156
seu	El seu lloc és aquí.	He belongs here.	156
aquí	El seu lloc és aquí.	He belongs here.	156
lloc	El seu lloc és aquí.	He belongs here.	156
fora	Fora!	Get out!	159
plau	Si us plau.	Please.	163
us	Si us plau.	Please.	163
si	Si us plau.	Please.	163
fill	Ell és el fill gran.	He's the oldest son.	164
gran	Ell és el fill gran.	He's the oldest son.	164
vist	No ha vist a ningú.	He didn't see anybody.	166
ningú	No ha vist a ningú.	He didn't see anybody.	166
vida	Mai de la vida no he vist una cosa així!	I've never seen such a thing in my life, not once!	166
vist	Mai de la vida no he vist una cosa així!	I've never seen such a thing in my life, not once!	166
així	Mai de la vida no he vist una cosa així!	I've never seen such a thing in my life, not once!	166
mai	Mai de la vida no he vist una cosa així!	I've never seen such a thing in my life, not once!	166
molt	Fa molt de temps que no ens hem vist.	We haven't seen each other in a long time.	166
hem	Fa molt de temps que no ens hem vist.	We haven't seen each other in a long time.	166
vist	Fa molt de temps que no ens hem vist.	We haven't seen each other in a long time.	166
temps	Fa molt de temps que no ens hem vist.	We haven't seen each other in a long time.	166
fa	Fa molt de temps que no ens hem vist.	We haven't seen each other in a long time.	166
ens	Fa molt de temps que no ens hem vist.	We haven't seen each other in a long time.	166
diu	Què diu ell?	What does he say?	173
es	Com es diu?	What is your name?	173
diu	Com es diu?	What is your name?	173
diu	No sé què hi diu.	I don't know what it says there.	173
bé	Estem tots bé.	We're all safe.	174
estem	Estem tots bé.	We're all safe.	174
passat	No sé què li ha passat.	I don't know what has happened to him.	176
passat	El temps ha passat.	The time has passed.	176
temps	El temps ha passat.	The time has passed.	176
bon	Bon dia!	Good morning!	179
dia	Bon dia!	Good morning!	179
segur	N'estàs segur?	Are you sure?	181
segur	Estàs segur?	Are you certain?	181
ells	Anem amb ells.	Let's go with them.	183
anem	Anem amb ells.	Let's go with them.	183
te	Tinc una cosa a dir-te.	I have something to tell you.	184
tinc	Tinc una cosa a dir-te.	I have something to tell you.	184
quan	Quan te'n vas?	When will you leave?	184
te	Quan te'n vas?	When will you leave?	184
te	He de dir-te una cosa.	There's one thing I must tell you.	184
merda	Merda!	Shit.	186
un	Un altre cop?	Come again?	196
cop	Un altre cop?	Come again?	196
deixa	Deixa de fer això.	Stop doing that.	198
bé	T'ho vas passar bé?	Did you have a good time?	199
passar	T'ho vas passar bé?	Did you have a good time?	199
passar	Pots passar la nit aquí.	You can stay here tonight.	199
pots	Pots passar la nit aquí.	You can stay here tonight.	199
nit	Pots passar la nit aquí.	You can stay here tonight.	199
passar	Ja saps què va passar.	You know what happened.	199
ja	Ja saps què va passar.	You know what happened.	199
me	Et vaig dir que no volia anar-me'n.	I told you I didn't want to go.	204
et	Et vaig dir que no volia anar-me'n.	I told you I didn't want to go.	204
volia	Et vaig dir que no volia anar-me'n.	I told you I didn't want to go.	204
volia	Et vaig dir que no volia anar-hi.	I told you I didn't want to go.	204
els	Els vaig dir que no volia anar-hi.	I told them I didn't want to go.	204
volia	Els vaig dir que no volia anar-hi.	I told them I didn't want to go.	204
perquè	Ho vaig fer perquè volia.	I did that because I wanted to.	204
tenir	Vaig tenir el que volia.	I got what I wanted.	204
espera	Espera't.	Wait.	206
podem	On ens podem tornar a veure?	When can we see each other again?	207
tornar	On ens podem tornar a veure?	When can we see each other again?	207
ens	On ens podem tornar a veure?	When can we see each other again?	207
tornar	Ell va tornar a casa.	He went back home.	207
tornar	No vull tornar-ho a fer.	I don't want to do it again.	207
nou	A les nou no puc anar-hi.	I can't go at nine.	214
les	A les nou no puc anar-hi.	I can't go at nine.	214
trobar	Com ho vas trobar?	How did you find it?	217
sentit	Ho has sentit també?	Did you hear it too?	220
agrada	Ho fa perquè li agrada.	He does that because he likes to.	222
diners	No tinc diners.	I have no money.	224
diners	Que va fer ella amb tots els diners?	What did she do with all the money?	224
ella	Que va fer ella amb tots els diners?	What did she do with all the money?	224
tenim	No tenim diners.	We don't have any money.	224
diners	No tenim diners.	We don't have any money.	224
són	Això són diners de veritat?	Is that real money?	224
raó	Tot passa per una raó	Everything happens for a reason.	226
raó	Sé què tens raó.	I know you're right.	226
tens	Sé què tens raó.	I know you're right.	226
escolta	Escolta!	Listen!	228
escolta	Escolta'm!	Listen to me!	228
teu	On és el teu germà?	Where is your brother?	230
germà	On és el teu germà?	Where is your brother?	230
gran	Tens un germà gran?	Do you have an older brother?	230
tens	Tens un germà gran?	Do you have an older brother?	230
un	Tens un germà gran?	Do you have an older brother?	230
germà	Tens un germà gran?	Do you have an older brother?	230
millor	Ets el meu millor amic!	You're my best friend!	232
amic	Ets el meu millor amic!	You're my best friend!	232
meu	Ets el meu millor amic!	You're my best friend!	232
amic	Puc parlar de qualsevol cosa amb el meu amic.	I can talk about anything with my best friend.	234
meu	Puc parlar de qualsevol cosa amb el meu amic.	I can talk about anything with my best friend.	234
parlar	Puc parlar de qualsevol cosa amb el meu amic.	I can talk about anything with my best friend.	234
qualsevol	Puc parlar de qualsevol cosa amb el meu amic.	I can talk about anything with my best friend.	234
mal	No volia fer-te mal.	I didn't mean to hurt you.	235
quin	Quin creus que és millor?	Which do you think is best?	236
creus	Quin creus que és millor?	Which do you think is best?	236
creus	Quina creus que és millor?	Which do you think is best?	236
quina	Quina creus que és millor?	Which do you think is best?	236
quina	Quina hora és?	What time is it?	239
hora	Quina hora és?	What time is it?	239
està	No sé què està fent, però no ho fa amb ella.	I don't know what she is doing, but she isn't doing it with her.	240
fent	No sé què està fent, però no ho fa amb ella.	I don't know what she is doing, but she isn't doing it with her.	240
ella	No sé què està fent, però no ho fa amb ella.	I don't know what she is doing, but she isn't doing it with her.	240
però	No sé què està fent, però no ho fa amb ella.	I don't know what she is doing, but she isn't doing it with her.	240
avui	Què has fet avui?	What have you done today?	241
tens	Avui no tens feina?	Don't you have work today?	241
feina	Avui no tens feina?	Don't you have work today?	241
avui	Avui no tens feina?	Don't you have work today?	241
quin	Quin dia és avui?	What day is today?	241
avui	Quin dia és avui?	What day is today?	241
família	No tinc família.	I have no family.	242
seva	No sap res de la seva família.	He doesn't know anything about his family.	242
família	No sap res de la seva família.	He doesn't know anything about his family.	242
sap	No sap res de la seva família.	He doesn't know anything about his family.	242
sol	Només jo puc fer-ho. Ho vaig fer sol.	Only I can do it. I did it alone.	244
només	Només jo puc fer-ho. Ho vaig fer sol.	Only I can do it. I did it alone.	244
sol	On és el sol?	Where is the sun?	244
deixar	Que em pots deixar tot sol, si us plau?	Can you leave me alone, please?	244
sol	Que em pots deixar tot sol, si us plau?	Can you leave me alone, please?	244
plau	Que em pots deixar tot sol, si us plau?	Can you leave me alone, please?	244
pots	Que em pots deixar tot sol, si us plau?	Can you leave me alone, please?	244
em	Que em pots deixar tot sol, si us plau?	Can you leave me alone, please?	244
us	Que em pots deixar tot sol, si us plau?	Can you leave me alone, please?	244
policia	No som la policia.	We're not the police.	245
som	No som la policia.	We're not the police.	245
policia	Ets policia?	Are you a policeman?	245
primer	Ets el meu primer amor.	You're my first love.	247
meu	Ets el meu primer amor.	You're my first love.	247
amor	Ets el meu primer amor.	You're my first love.	247
es	Què és aquesta cosa que es diu amor?	What is this thing called love?	247
aquesta	Què és aquesta cosa que es diu amor?	What is this thing called love?	247
amor	Què és aquesta cosa que es diu amor?	What is this thing called love?	247
bon	Ets un bon noi.	You are a good boy.	250
noi	Ets un bon noi.	You are a good boy.	250
tres	Va morir fa tres anys.	He died three years ago.	251
morir	Va morir fa tres anys.	He died three years ago.	251
anys	Va morir fa tres anys.	He died three years ago.	251
em	Em sap greu, però el meu pare no és a casa.	I'm sorry, my father is out.	254
greu	Em sap greu, però el meu pare no és a casa.	I'm sorry, my father is out.	254
però	Em sap greu, però el meu pare no és a casa.	I'm sorry, my father is out.	254
pare	Em sap greu, però el meu pare no és a casa.	I'm sorry, my father is out.	254
debò	oh! De debò?	Oh! Really?	255
oh	oh! De debò?	Oh! Really?	255
debò	De debò?	Really?	255
tothom	Bona nit a tothom!	Good night, everyone!	256
bona	Bona nit a tothom!	Good night, everyone!	256
tothom	Tothom ho diu, ningú no ho sap.	Everyone says it, nobody knows it.	256
ningú	Tothom ho diu, ningú no ho sap.	Everyone says it, nobody knows it.	256
terra	Quin és més gran: el Sol o la Terra?	Which is larger, the sun or the earth?	257
quin	Quin és més gran: el Sol o la Terra?	Which is larger, the sun or the earth?	257
o	Quin és més gran: el Sol o la Terra?	Which is larger, the sun or the earth?	257
crec	Aquest és el seu cotxe, crec.	This is his car, I think.	262
aquest	Aquest és el seu cotxe, crec.	This is his car, I think.	262
seu	Aquest és el seu cotxe, crec.	This is his car, I think.	262
cotxe	Aquest és el seu cotxe, crec.	This is his car, I think.	262
cotxe	No tinc cotxe.	I don't have a car.	262
cotxe	No m'agrada aquest cotxe.	I don't like this car.	262
aquest	No m'agrada aquest cotxe.	I don't like this car.	262
agrada	No m'agrada aquest cotxe.	I don't like this car.	262
problema	Quin problema hi ha?	What's the problem?	263
problema	Tinc un problema.	I have a problem.	263
tenim	No tenim cap problema.	We don't have a problem.	263
problema	No tenim cap problema.	We don't have a problem.	263
cap	No tenim cap problema.	We don't have a problem.	263
així	Si és així no hi ha cap problema, no?	If it's like that, then there's no problem, right?	263
anys	Tens deu anys?	Are you ten years old?	264
deu	Tens deu anys?	Are you ten years old?	264
molt	Deu anys, és molt.	Ten years, that's a lot.	264
deu	Deu anys, és molt.	Ten years, that's a lot.	264
cop	Ho has fet algun cop?	Have you ever done it?	265
algun	Ho has fet algun cop?	Have you ever done it?	265
sortir	El noi vol sortir.	The boy wants to leave.	266
noi	El noi vol sortir.	The boy wants to leave.	266
vol	El noi vol sortir.	The boy wants to leave.	266
aquell	Què vas fer amb aquell cotxe?	What did you do with that car?	267
agrada	No m'agrada aquell cotxe.	I don't like that car.	267
aquell	No m'agrada aquell cotxe.	I don't like that car.	267
venir	Pots venir amb mi.	You can come with me.	269
trobat	He trobat diners!	I found money!	271
seu	El seu cotxe no és bo.	Their car is not good.	272
bo	El seu cotxe no és bo.	Their car is not good.	272
dic	Sempre dic que sí!	I always say yes!	273
sempre	Sempre dic que sí!	I always say yes!	273
dic	Només dic la veritat.	I'm only telling the truth.	273
només	Només dic la veritat.	I'm only telling the truth.	273
tenen	Tenen prou diners.	They have enough money.	275
prou	Tenen prou diners.	They have enough money.	275
pensar	Pensar és parlar amb un mateix.	Thinking is talking with oneself.	278
mateix	Pensar és parlar amb un mateix.	Thinking is talking with oneself.	278
parlar	Pensar és parlar amb un mateix.	Thinking is talking with oneself.	278
dues	Són les dues.	It's two o'clock.	280
són	Són les dues.	It's two o'clock.	280
les	Són les dues.	It's two o'clock.	280
faré	No, no ho faré.	No, I won't do that.	283
faré	D'acord, ho faré de nou.	All right, I will do it again.	283
acord	D'acord, ho faré de nou.	All right, I will do it again.	283
nou	D'acord, ho faré de nou.	All right, I will do it again.	283
faré	D'acord, faré el que dius.	Okay, I'll do what you say.	283
dius	D'acord, faré el que dius.	Okay, I'll do what you say.	283
amics	Hola, amics.	Hello, friends.	284
amics	Això és tot, amics.	That's all, folks.	284
sabia	No sabia què fer.	I didn't know what to do.	288
sabia	Déu meu! No ho sabia!	OMG! I didn't know that!	288
tenia	No sabia que tenia un fill.	I did not know that she has a child.	288
fill	No sabia que tenia un fill.	I did not know that she has a child.	288
sabia	No sabia que tenia un fill.	I did not know that she has a child.	288
fins	Fins demà.	See you tomorrow.	289
demà	Fins demà.	See you tomorrow.	289
fas	Què fas demà?	What are you doing tomorrow?	289
demà	Què fas demà?	What are you doing tomorrow?	289
acabat	Tot s'ha acabat amb ell.	It is all over with him.	291
acabat	Has acabat?	Are you finished?	291
pas	No ho he dit pas.	I didn't say it.	292
dit	No ho he dit pas.	I didn't say it.	292
necessito	Crec que necessito ajuda.	I think I need help.	294
ajuda	Crec que necessito ajuda.	I think I need help.	294
necessito	Necessito ajuda.	I need help.	294
ajuda	Necessito ajuda.	I need help.	294
menjar	Vostè no ha de menjar-ho.	You don't have to eat it.	295
vostè	Vostè no ha de menjar-ho.	You don't have to eat it.	295
menjar	Si us plau, deixa de menjar.	Please stop eating.	295
plau	Si us plau, deixa de menjar.	Please stop eating.	295
deixa	Si us plau, deixa de menjar.	Please stop eating.	295
menjar	No m'agrada menjar.	I don't like eating.	295
ajuda	Ens cal ajuda.	We need help.	296
cal	Ens cal ajuda.	We need help.	296
ens	Ens cal ajuda.	We need help.	296
cal	Ell sap el que cal fer.	He knows what needs to be done.	296
cas	T'han fet cas.	They listened to you.	297
han	T'han fet cas.	They listened to you.	297
tenim	No tenim por.	We are not afraid.	298
por	No tenim por.	We are not afraid.	298
por	Que tens por de mi?	Are you afraid of me?	298
fas	No em fas por.	I'm not afraid of you.	298
por	No em fas por.	I'm not afraid of you.	298
em	No em fas por.	I'm not afraid of you.	298
quina	Quina bona nova!	What great news!	299
bona	Quina bona nova!	What great news!	299
nova	Quina bona nova!	What great news!	299
nova	Quina és nova?	Which is new?	299
ningú	Aquí no veig ningú més que tu.	I only have eyes for you.	300
veig	Aquí no veig ningú més que tu.	I only have eyes for you.	300
veig	Jo no veig ningú.	I don't see anyone.	300
quant	Quant de temps us heu estat aquí?	How long have you been here?	301
estat	Quant de temps us heu estat aquí?	How long have you been here?	301
heu	Quant de temps us heu estat aquí?	How long have you been here?	301
quant	Fa quant de temps que et fa mal el cap?	How long have you had a headache?	301
mal	Fa quant de temps que et fa mal el cap?	How long have you had a headache?	301
quant	Quant de temps hi ha estat?	How long has it been there?	301
estat	Quant de temps hi ha estat?	How long has it been there?	301
altra	Hi ha alguna altra manera d'arribar allà?	Is there any other way to get there?	302
allà	Hi ha alguna altra manera d'arribar allà?	Is there any other way to get there?	302
manera	Hi ha alguna altra manera d'arribar allà?	Is there any other way to get there?	302
arribar	Hi ha alguna altra manera d'arribar allà?	Is there any other way to get there?	302
alguna	Hi ha alguna altra manera d'arribar allà?	Is there any other way to get there?	302
quan	Quan vas arribar?	When did you arrive?	302
arribar	Quan vas arribar?	When did you arrive?	302
molt	S'està fent molt tard.	It's getting very late.	304
fent	S'està fent molt tard.	It's getting very late.	304
tard	S'està fent molt tard.	It's getting very late.	304
massa	Massa tard.	Too late.	304
tard	Massa tard.	Too late.	304
massa	Crec que és una mica massa tard per fer-ho.	I think it's a little too late to do that.	304
tard	Crec que és una mica massa tard per fer-ho.	I think it's a little too late to do that.	304
mica	Crec que és una mica massa tard per fer-ho.	I think it's a little too late to do that.	304
meva	On és la meva filla?	Where's my daughter?	305
filla	On és la meva filla?	Where's my daughter?	305
vingut	D'on ha vingut ella?	Where's she come from?	306
anat	Saps on ha anat ella?	Do you know where she's gone?	307
anat	Ella no hi ha anat mai.	She has never been there.	307
entenc	No l'entenc.	I do not understand you.	309
entenc	Entenc tot el que has dit.	I understand everything you said.	309
entenc	No entenc el que vols dir.	I don't understand what you're trying to say.	309
bé	T'entenc bé.	I understand you well.	309
era	Què vas fer mentre no hi era?	What did you do while I was gone?	310
mentre	Què vas fer mentre no hi era?	What did you do while I was gone?	310
era	Què vas fer mentre era fora?	What did you do while I was away?	310
fora	Què vas fer mentre era fora?	What did you do while I was away?	310
mentre	Què vas fer mentre era fora?	What did you do while I was away?	310
estar	No hauries d'estar aquí.	You were not supposed to be here.	311
hauries	No hauries d'estar aquí.	You were not supposed to be here.	311
encara	La veritat encara importa.	Truth still matters.	312
importa	La veritat encara importa.	Truth still matters.	312
mica	M'agradaria parlar una mica amb tu.	I'd like to have a little talk with you.	315
agradaria	M'agradaria parlar una mica amb tu.	I'd like to have a little talk with you.	315
vosaltres	Si no us importa, m'agradaria anar amb vosaltres.	I'd like to go with you if you don't mind.	315
importa	Si no us importa, m'agradaria anar amb vosaltres.	I'd like to go with you if you don't mind.	315
agradaria	Si no us importa, m'agradaria anar amb vosaltres.	I'd like to go with you if you don't mind.	315
sortir	M'agradaria sortir amb tu.	I'd like to go out with you.	315
agradaria	M'agradaria sortir amb tu.	I'd like to go out with you.	315
alguna	M'agradaria donar-te alguna cosa.	I'd like to give you something.	315
donar	M'agradaria donar-te alguna cosa.	I'd like to give you something.	315
feina	M'agradaria tornar a la feina.	I'd like to get back to work.	315
vine	Vine amb nosaltres.	Come with us.	318
nosaltres	Vine amb nosaltres.	Come with us.	318
faig	No sóc el que faig, sóc el que puc fer !	I'm not what I do, I am what I can do.	320
faig	Ja faig tard.	I'm already late.	320
