word	reading
ارتفاع	irtifâ'
ارتقا	erteqâ
ارتکاب	irtikâb
ارث	irs
ارد	ard
اردوگاه	urdūgâh
ارزان	arzân
ارزش	arzeš
ارزشمند	arzešmand
ارزیابی	arzyâbī
ارس	ars
ارسال	ersâl
ارسی	urusī
ارشاد	eršâd
ارشد	aršad
ارمغان	armaġân
ارمنی	armanī
ارمنیان	armaniyân
ارواح	arvâh
اروپا	orupâ
اروپایی	orupâyi
ارکستر	orkestr
اریک	erik
از	az
ازار	izâr
ازدواج	izdiwâj
اس	es
اسارت	asârat
اساس	asâs
اساسی	asâsi
اسامی	asâmī
اسب	asb
است	ast
استاد	ustâd
استادان	ostâdân
استان	ustân
استخدام	estexdâm
استخراج	estexrâj
استخوان	ustuxwân
استدلال	estedlâl
استراتژی	esterâteži
استراحت	istirâhat
استراحت کردن	esterâhat kardan
استرالیا	ostorâliyâ
استعداد	isti'dâd
استعفا	este'fâ
استفاده	estefâde
استقبال	esteqbâl
استقرار	esteqrâr
استقلال	istiqlâl
استناد	estenâd
استوار	ustuwâr
استودیو	estudiyo
اسرائیلی	isrâ'īlī
اسفند	isfand
اسلامی	islâmī
اسلحه	asliha
اسم	ism
اسپانیایی	espâniyâyi
اسپرانتو	esperânto
اسید	asid
اسیر	asir
اشاره	išâra
اشتباه	ištibâh
اشتراک	ištirâk
اشتغال	ištiġâl
اشخاص	ašxâs
اشراف	ašrâf
اشعار	aš'âr
اشغال	ešġâl
اشک	ašk
اشکال	aškâl
اشیاء	ašyâ'
اصابت	isâbat
اصالت	asâlat
اصرار	isrâr
اصطلاح	istilâh
اصفهانی	isfahânī
اصل	asl
اصلا	aslan
اصلاح	islâh
اصلی	aslī
اصیل	asil
اضافه	izâfa
اضافه کردن	ezâfe kardan
اضطراب	iztirâb
اطاعت	itâ'at
اطراف	atrâf
اطلاع	ittilâ'
اطلاعات	ittilâ'ât
اطلاق	itlâq
اطمینان	itmīnân
اظهار	izhâr
اعتبار	i'tibâr
اعتراض	i'tirâz
اعتراضات	e'terâzât
اعتراف	e'terâf
اعتقاد	i'tiqâd
اعتماد	i'timâd
اعتیاد	e'tiyâd
اعدام	e'dâm
اعزام	e'zâm
اعضا	a'zâ
اعظم	a'zam
اعلام	i'lâm
اعمال	a'mâl
اغراق	eġrâq
اغلب	aġlab
افت	oft
افتادن	oftâdan
افتاده	oftâde
افتخار	iftixâr
افراد	afrâd
افزایش	afzâyeš
افزودن	afzūdan
افسانه	afsâne
افسر	afsar
افسردگی	afsordegi
افسوس	afsôs
افسون	afsun
افق	ufuq
افقی	ofoqi
افکار	afkâr
اقامت	iqâmat
اقتصاد	iqtisâd
اقتصادی	iqtisâdī
اقدام	aqdâm
اقدامات	eqdâmât
اقلیت	aqalliyyat
اقلیم	iqlīm
اقوام	aqvâm
اقیانوس	uqyânūs
ال	al
الآن	al'ân
الا	alâ
الان	alân
البته	albatta
الف	alef
الم	alam
اله	ilâh
الهام	elhâm
الکترون	elektron
الکترونیک	elekteronik
الکل	alkol
الگوریتم	algoritm
الی	elâ
ام	em-
اما	ammâ
امام	imâm
امامزاده	emâmzâde
امتحان	imtihân
امتداد	imtidâd
امتیاز	imtiyâz
امر	amr
امروز	imrôz
امروزه	emruze
امسال	emsâl
امشب	imšab
امضا	emzâ'
املاک	amlâk
امن	amn
امنیت	amniyyat
امواج	amwâj
اموال	amwâl
امپراتور	emperâtur
امپراتوری	emperâturi
امکان	imkân
امید	umêd
امیدوار بودن	ommid-vâr budan
امیر	amīr
امین	amīn
ان	an
انبار	anbâr-
انبوه	anbuh
انتخاب	intixâb
انتخاب کردن	entexâb kardan
انتخابات	intixâbât
انتشار	intišâr
انتظار	intizâr
انتظامی	intizâmī
انتقاد	enteqâd
انتقادی	enteqâdi
انتقال	enteqâl
انتقام	intiqâm
انجام	anjâm
انجمن	anjuman
انحلال	inhilâl
اند	and
اندازه	andâza
اندازه گرفتن	andâze gereftan
اندام	andâm
اندک	andak
اندکی	andaki
اندیشه	andêša
اندیشیدن	andêšīdan
انرژی	enerži
انزوا	enzevâ
انسان	insân
انسانی	insânī
انفجار	enfejâr
انفرادی	enferâdi
انقلاب	inqilâb
انقلابی	inqilâbī
انواع	anvâ'
انکار	enkâr
انگشت	angušt
انگلیسی	englisi
انگیز	angêz
انگیزه	angize
انیمیشن	animeyšen
اهالی	ahâlī
اهل	ahl
اهمیت	ahammiyyat
او	u
اواخر	avâxer
اواسط	avâset
اوج	awj
اور	ur
اوضاع	owzâ'
اوقات	awqât
اول	avval
اولویت	owlaviyyat
اولین	awwalīn
اون	ôn
اژه	eže
اکبر	akbar
اکثر	aksar
اکثریت	aksariyyat
اکران	ekrân
اکسیژن	oksižen
اکنون	aknūn
اگر	agar
اگرچه	agarče
ای	ay
ایالات	iyâlât
ایالت	iyâlat
ایام	ayyâm
ایتالیا	ītâliyâ
ایتالیایی	itâliyâyi
ایجاد	ijâd
اید	id
ایده	ide
ایراد	īrâd
ایران	êrân
ایرانی	êrânī
ایرانیان	êrâniyân
ایست	ist
ایستادن	êstâdan
ایستگاه	īstgâh
ایشان	išân
ایفا	ifâ
ایل	êl
ایمان	īmân
ایمنی	êminī
این	ên
اینجا	injâ
اینقدر	īnqadr
ایوان	ivân
با	-bâ
باب	bâb
بابت	bâbat
باد	bâd
بار	bâr
باران	bârân
بارداری	bârdâri
بارش	bâriš
بارندگی	bârandegi
باره	bâre
بارها	bârhâ
باروت	bârūt
بارگذاری	bârgozâri
باری	bâri
باریدن	bâridan
باریک	bârik
باز	bâz
باز کردن	bâz kardan
بازار	bâzâr
بازاریابی	bâzâr-yâbi
بازتاب	bâztâb
بازداشت	bâzdâšt
بازدید	bâzdid
بازرسی	bâzrasi
بازرگانی	bâzargânī
بازسازی	bâz-sâzi
بازنده	bâzande
بازنشسته	bâznešaste
بازنشستگی	bâznešastegi
بازه	bâza
بازگشت	bâzgašt
بازی	bâzī
بازی کردن	bâzi kardan
بازیکن	bâzikon
بازیکنان	bâzikonân
بازیگر	bâzīgar
بازیگران	bâzigarân
بازیگری	bâzigari
باستان	bâstân
باستانی	bâstânī
باش	bâš
باشگاه	bâšgâh
باعث	bâ'is
باغ	bâġ
بافت	bâft
باقی	bâqī
بال	bâl
بالا	bâlâ
بالاخره	bel-axare
بالغ	bâloġ
بالقوه	bi-l-quwwa
باله	bâle
بالگرد	bâlgard
بام	bâm
باند	bând
بانمک	bânamak
بانوان	bânovân
بانک	bânk
باهوش	bâ-hôš
باور	bâwar
باور کردن	bâvar kardan
باید	bâyad
بایست	bâyist
بایستی	bâyesti
ببر	babr
ببرد	bebarad
ببرم	bebaram
ببیند	bebinad
ببینم	bebinam
بت	but
بتن	beton
بته	botte
بحث	bahs
بحران	buhrân
بخار	buxâr
بخاطر	baxâtir-i
بخش	baxš
بخصوص	baxusūs
بد	bad
بدان	bed-ân
بدتر	bad-tar
بدترین	bad-tarin
بدست	bidast
بدل	badal
بدن	badan
بدنه	badana
بدون	bidūn-i
بذر	bazr
بر	bar
برآورد	bar-âvard
برابر	barâbar
برابری	barâbarī
برادر	barâdar
برادران	barâdarân
برادری	barâdari
برای	barâ-yi
برتر	bartar
برج	burj
برجسته	bar-jaste
برخلاف	barxelâf-e
برخورد	barxward
برخوردار	barxurdâr
برخی	barxê
بردار	bordâr
برداشت	bardâšt
برداشتن	bardâštan
بردن	burdan
بردند	bordand
برده	barda
بررسی	barrasi
برسد	beresad
برش	buriš
برف	barf
برق	barq
برقرار	barqarâr
برقراری	barqarârī
برم	barm
برنامه	barnâma
برنج	birinj
برنده	barande
برنز	boronz
بروز	boruz
بروند	beravand
بروید	beravid
برویم	beravim
برپا	barpâ
برچسب	barčasb
برکنار	bar-kenâr
برگ	barg
برگرد	bargard
برگزار	bargozâr
برگشت	bargašt
برگشتن	bargaštan
بریتانیایی	beritâniyâyi
بز	buz
بزرگ	buzurg
بزرگی	buzurgī
بزن	bezan
بزند	bezanad
بستر	bastar
بستری	bastari
بستن	bastan
بسته	baste
بستگی	bastegi
بسکتبال	basketbâl
بسیار	besyâr
بشر	bašar
بشقاب	bušqâb
بعد	ba'd
بعدی	ba'di
بعضی	ba'zê
بقیه	baqiyye
بلافاصله	belâfâsele
بلند	boland
بلند شدن	boland šodan
بلندترین	boland-tarin
بلندگو	boland-gu
بله	bale
بلوک	boluk
بلکه	balki
بلیت	belit
بلیط	belit
بمان	bimân
بمب	bomb
بمباران	bombârân
بن	bon
بنا	binâ
بنابراین	benâbar-in
بنام	benâm
بند	band
بندر	bandar
بندی	bandi
بنوشید	benušid
بنیاد	bonyâd
بنیادی	bonyâdi
بنیان	bonyân
به	ba
به یاد آوردن	be yâd âvardan
بهائی	bahâ'i
بهار	bahâr
بهبود	bihbūd
بهتر	behtar
بهترین	behtarin
بهداشت	behdâšt
بهداشتی	behdâšti
بهره	bahra
بهشت	bihišt
بهمن	bahman
بهینه	bihīna
بو	bu
بود	bud
بودجه	budje
بودن	būdan
بودند	budand
بودیم	budim
بورس	būrs
بوسه	bôsa
بوسیدن	bôsīdan
بومی	bumi
بوی	buy
بچه	bačča
بک	bak
بکار	bekâr
بکشد	bekošad
بکنم	bekonam
بکنی	bokoni
بگذارد	begozârad
بگذارید	begozârid
بگیرد	begirad
بگیرم	begiram
بگیرند	begirand
بی	bi
بیا	biyâ
بیان	bayân
بیانیه	bayâniya
بیاید	biyâyd
بیایید	biyâyid
بیت	bayt
بیدار	bidâr
بیرون	bêrūn
بیرونی	bêrūnī
بیست	bist
بیستم	bistom
بیش	bêš
بیشتر	bištar
بیشترین	bištarin
بیل	bêl
بیمار	bimâr
بیمارستان	bêmâristân
بیماری	bêmârī
بیمه	bime
بین	bayn
بینایی	binâyi
بینی	bīnī
بیهوده	bêhūda
بیگ	bêg
تأثیر	ta'sīr
تأخیر	ta'xir
تأسیس	ta'sis
تأمین	ta'mīn
تأکید	ta'kīd
تأیید	ta'yīd
تئاتر	te'âtr
تا	tâ
تابستان	tâbistân
تابستانی	tâbestâni
تابش	tabeš
تابع	tâbi'
تاج	tâj
تار	târ
تاریخ	târīx
تاریخچه	târixče
تاریخی	târixi
تاریک	târik
تاریکی	târiki
تازه	tâza
تازگی	tâzegi
تازیانه	tâziyâne
تالاب	tâlâb
تالار	tâlâr
تان	-etân
تانک	tânk
تاکنون	tâ-konun
تب	tab
تبادل	tabâdol
تبار	-tabâr
تبدیل	tabdil
تبعید	tab'īd
تبلیغ	tabliġ
تجارت	tijârat
تجاری	tejâri
تجاوز	tajâwuz
تجدید	tajdid
تجربه	tajruba
تجربی	tajrobi
تجزیه	tajziya
تجمع	tajammo'
تجهیزات	tajhīzât
تجویز	tajwīz
تحت	taht-e
تحریف	tahrīf
تحریم	tahrim
تحریک	tahrik
تحسین	tahsin
تحصیل	tahsīl
تحقق	tahaqqoq
تحقیق	tahqīq
تحقیقات	tahqiqât
تحلیل	tahlīl
تحمل	tahammol
تحول	tahavvol
تحویل	tahvil
تخت	taxt
تخریب	taxrib
تخلیه	taxliye
تخم	toxm
تخم مرغ	toxm-e morġ
تخمین	taxmīn
تداوم	tadâwum
تدریج	tadrij
تدریس	tadris
تدوین	tadwīn
تر	tar
ترافیک	terâfik
ترانه	tarâne
تراکم	tarâkom
تربیت	tarbiyat
ترتیب	tartīb
ترجمه	tarjuma
تردید	tardid
ترس	tars
ترسیدن	tarsidan
ترسیم	tarsīm
ترمیم	tarmīm
ترور	teror
تروریسم	terorism
ترویج	tarwīj
ترک	tark
ترکان	turkân
ترکی	torki
ترکیب	tarkib
ترکیه	turkiyya
ترین	-tarin
تزریق	tazriq
تساوی	tasâvi
تست	test
تسخیر	tasxīr
تسلط	tasallot
تسلیت	tasliyat
تسلیم	taslim
تسهیل	tashil
تشخیص	tašxīs
تشدید	tašdīd
تشنه	tišna
تشکر	tašakkur
تشکر کردن	tašakkor kardan
تشکیل	taškīl
تشکیلات	taškilât
تصادف	tasâduf
تصادفی	tasâdufī
تصاویر	tasâvir
تصحیح	tashih
تصرف	tasarrof
تصمیم	tasmīm
تصمیم گرفتن	tasmim gereftan
تصویب	tasvib
تصویر	taswīr
تضعیف	taz'if
تضمین	tazmin
تطبیق	tatbiq
تطبیقی	tatbīqī
تظاهرات	tazâhorât
تعادل	ta'âdul
تعامل	ta'âmul
تعبیر	ta'bīr
تعداد	ti'dâd
تعریف	ta'rīf
تعطیل	ta'tīl
تعطیلات	ta'tilât
تعقیب	ta'qib
تعلق	ta'alloq
تعلم	ta'allom
تعلیق	ta'liq
تعلیم	ta'līm
تعمیر	ta'mīr
تعمیر کردن	ta'mir kardan
تعهد	ta'ahhod
تعویض	ta'viz
تعیین	ta'yin
تغییر	taġyīr
تغییرات	taġyīrât
تفاوت	tafâwut
تفسیر	tafsīr
تفنگ	tufang
تفکیک	tafkīk
تقاضا	taqâzâ
تقدیر	taqdīr
تقدیم	taqdim
تقریبا	taqrīban
تقسیم	taqsīm
تقلید	taqlīd
تقویت	taqviyat
تقویم	taqvim
تلاش	talâš
تلخ	talx
تلف	talaf
تلفات	talafât
تلفظ	talaffuz
تلفن	telefon
تلقی	talaqi
تلویزیون	talwīziyūn
تماس	tamâs
تماشا	tamâšâ
تماشا کردن	tamâšâ kardan
تمام	tamâm
تمام کردن	tamâm kardan
تمایل	tamâyol
تمدن	tamaddun
تمدید	tamdīd
تمرکز	tamarkoz
تمرین	tamrīn
تمیز	tamīz
تمیز کردن	tamiz kardan
تن	tan
تناسب	tanâsub
تنبلی	tanbali
تند	tond
تندیس	tandis
تنش	taneš
تنظیم	tanzīm
تنه	tane
تنها	tanhâ
تنهایی	tanhâyi
تنگ	tang
تهدید	tahdīd
تهران	tihrân
تهیه	tahiyye
تو	to
توازن	tawâzun
توافق	tawâfuq
توان	tavân
توانستن	tavânestan
توجه	tawajjuh
توجیه	towjih
توده	tude
تور	tôr
تورم	tavarrom
توزیع	tawzī'
توسط	tavassot
توسعه	towse'e
توصیف	tawsīf
توصیه	towsiye
توضیح	tawzīh
توضیح دادن	towzih dâdan
توطئه	tawti'a
توقف	tawaqquf
توقیف	towqif
تولد	tawallud
تولید	tawlīd
توماس	tomâs
تومان	tumân
تونل	tunel
توپ	tôp
تپه	tapa
تک	tak
تکامل	takâmul
تکان	takân
تکان دادن	takân dâdan
تکثیر	taksir
تکرار	takrâr
تکلیف	taklīf
تکمیل	takmīl
تکنولوژی	teknoloži
تکنیک	teknik
تکیه	takya
تی	tey
تیر	tīr
تیره	têra
تیز	têz
تیغه	tiġe
تیم	tīm
تیپ	tip
ثابت	sâbit
ثانیه	sâniya
ثبات	sabât
ثبت	sabt
ثروت	sarwat
ثروتمند	sarwatmand
ثمر	samar
جا	jâ
جابجا	jâbejâ
جاده	jâdda
جاری	jâri
جالب	jâleb
جام	jâm
جامد	jâmed
جامع	jâme'
جامعه	jâmi'a
جان	-jân
جانب	jâneb
جانشین	jânešin
جانور	jânwar
جانوران	jânwarân
جای	jây
جایزه	jâyiza
جایگاه	jâygâh
جایگزین	jâygozin
جبران	jobrân
جبهه	jabha
جد	jadd
جدا	judâ
جداگانه	jodâ-gâne
جدایی	judâyī
جدول	jadwal
جدی	jiddī
جدید	jadīd
جذب	jazb
جراح	jarrâh
جراحی	jarrâhī
جرم	jurm
جریان	jarayân
جز	juz
جزء	juz'
جزئی	juz'ī
جزئیات	juz'iyyât
جزایر	jazâyir
جزیره	jazīra
جستجو	justujô
جسد	jasad
جشن	jašn
جشنواره	jašnvâre
جعبه	ja'ba
جغرافیایی	joġrâfiyâyi
جفت	joft
جلب	jalb
جلد	jald
جلسه	jalase
جلو	jilaw
جلوه	jelve
جلوگیری	jelowgiri
جلوی	jelow-ye
جمجمه	jumjuma
جمع	jam'
جمعه	jum'a
جمعی	jam'i
جمعیت	jam'iyyat
جمعیتی	jam'iyyatī
جمله	jumla
جمهوری	jumhūrī
جنایت	jinâyat
جنبش	jonbeš
جنبه	janbe
جنس	jins
جنسی	jensi
جنوب	janūb
جنوبی	janūbī
جنون	junūn
جنگ	jang
جنگل	jangal
جنگنده	janganda
جنگی	jangī
جنین	janin
جه	ja
جهان	jehân
جهانگردان	jahângard-ân
جهانی	jahâni
جهت	jehat
جهد	jahd
جهش	jaheš
جهنم	jahannam
جو	jaw
جواب	jawâb
جواب دادن	javâb dâdan
جوامع	javâme'
جوان	jawân
جوانان	javânân
جوانی	jawânī
جوب	jub
جوش	jôš
جک	jak
جی	jī
جین	jin
حاج	hâj
حاجی	hâjī
حادثه	hâdisa
حاشیه	hâšiya
حاصل	hâsil
حاضر	hâzir
حافظ	hâfiz
حافظه	hâfiza
حال	hâl
حالا	hâlâ
حالت	hâlat
حالی	hâlī
حامل	hâmil
حامی	hâmi
حاوی	hâvi
حاکم	hâkim
حاکمیت	hâkemiyyat
حاکی	hâki
حبس	habs
حتما	hatman
حتی	hattâ
حجاب	hijâb
حجم	hajm
حد	hadd
حداکثر	hadd-e-aksar
حدس	hads
حدود	hodud
حذف	hazf
حرارت	harârat
حرارتی	harârati
حرف	harf
حرفه	hirfa
حرم	haram
حروف	horuf
حرکات	harakât
حرکت	harakat
حرکت کردن	harakat kardan
حریف	harif
حزب	hezb
حساب	hisâb
حساب کردن	hisâb kardan
حساس	hassâs
حساسیت	hassâsiyyat
حسن	husn
حضور	hozur
حفاظت	hifâzat
حفظ	hifz
حق	haqq
حقوق	huqūq
حقیقت	haqīqat
حقیقی	haqiqi
حل	hal
حلقه	halqa
حماقت	hamâqat
حمام	hammâm
حمایت	himâyat
حمل	haml
حملات	hamalât
حمله	hamle
حوادث	havâdes
حوزه	hawza
حول	howl-e
حوله	hawla
حومه	hawma
حکم	hukm
حکومت	hukūmat
حکومتی	hokumati
حیات	hayât
حیاتی	hayâti
حیاط	hiyât
حیله	hīla
حین	hin
حیوان	haywân
حیوانات	haywânât
خاتمه	xâtima
خار	xâr
خارج	xârej
خارجه	xâreje
خارجی	xâreji
خاص	xâss
خاصیت	xâsiyyat
خاطر	xâtir
خاطرات	xâtirât
خال	xâl
خالص	xâlis
خاله	xâla
خالی	xâlī
خام	xâm
خاموش	xâmuš
خان	xân
خاندان	xândân
خانم	xânum
خانه	xâna
خانواده	xânawâda
خانوادگی	xânawâdagī
خانگی	xânegi
خاک	xâk
خاکستری	xâkestari
خاکی	xâkī
خبر	xabar
خبرگزاری	xabar-gozâri
خبری	xabari
خدا	xudâ
خداوند	xudâwand
خدای	xodây
خدایا	xodâyâ
خدایان	xodâyân
خدمت	xedmat
خر	xar
خراب	xarâb
خرابی	xarâbi
خراش	xarâš
خرج	xarj
خرد	xurd
خروج	xurūj
خروجی	xoruji
خرید	xarīd
خریدن	xarīdan
خزر	xazar
خسارت	xasârat
خسته	xaste
خستگی	xastegi
خسرو	xusraw
خش	xaš
خشم	xašm
خشونت	xušūnat
خشک	xušk
خشکی	xoški
خصوص	xusūs
خصوصی	xosusi
خط	xatt
خطا	xatâ
خطاب	xottâb
خطر	xatar
خطرناک	xatarnâk
خلاصه	xulâsa
خلاف	xelâf
خلافت	xilâfat
خلاق	xallâq
خلبان	xalbân
خلق	xalq
خلیج	xalīj
خلیفه	xalīfa
خم	xam
خمیر	xamīr
خنثی	xunsâ
خندیدن	xandīdan
خنک	xonak
خنگ	xing
خواب	xwâb
خواب دیدن	xâb didan
خوابیدن	xâbidan
خواری	xvâri
خواستار	xâstâr
خواستن	xwâstan
خواسته	xwâsta
خوان	xwân
خواندن	xwândan
خواننده	xwânanda
خوانندگان	xânandegân
خواهان	xâhân
خواهر	xwâhar
خوب	xūb
خوبی	xûbi
خود	xwad
خودداری	xuddârī
خودرو	xwadraw
خودکار	xwadkâr
خودکشی	xwad-kušī
خوراک	xwarâk
خوراکی	xwarâkī
خورد	xward
خوردم	xordam
خوردن	xwardan
خوردنی	xwardanī
خوردگی	xordegi
خوردیم	xordim
خورشید	xwaršêd
خورشیدی	xwaršêdī
خوش	xwaš
خوشبختی	xwašbaxtī
خوشحال	xwašhâl
خوشمزه	xoš-maze
خون	xūn
خونریزی	xūnrêzī
خویش	xwêš
خیابان	xiyâbân
خیال	xiyâl
خیانت	xiyânat
خیر	xayr
خیس	xis
خیلی	xaylê
دائمی	dâ'imī
داخل	dâxel-e
داخلی	dâxilī
داد	dâd
دادن	dâdan
داده	dâde
دادگاه	dâdgâh
دادگستری	dâdgostari
دار	-dâr
دارا	dârâ
دارایی	dârâyi
دارد	dârad
دارم	dâram
دارند	dârand
دارنده	dârande
دارو	dârū
داروخانه	dârūxâna
داروها	dâru-hâ
داری	dâri
دارید	dârid
داریم	dârim
داستان	dâstân
داستانی	dâstâni
داشت	dâšt
داشتم	dâštam
داشتن	dâštan
داشتند	dâštand
داغ	dâġ
دام	dâm
دامنه	dâmane
دانستن	dânistan
دانسته	dâneste
دانش	dâniš
دانشجو	dânišjô
دانشجویان	dânešjuyân
دانشمند	dânešmand
دانشمندان	dânešmandân
دانشکده	dâniškada
دانشگاه	dânišgâh
دانش‌آموز	dâniš-âmôz
دانه	dâna
داور	dâvar
داوری	dâvari
دایره	dâyere
دبیر	dabir
دبیرستان	dabirestân
دخالت	daxâlat
دختر	duxtar
دختران	duxtarân
دختری	doxtari
در	dar
درآمد	dar-âmad
دراز	darâz
دراز کشیدن	derâz kešidan
درام	derâm
دربار	darbâr
درباره	darbâre-ye
درج	durj
درجه	daraje
درخت	daraxt
درختان	deraxtân
درخشان	deraxšân
درخواست	darxwâst
درد	dard
درس	dars
درست	durust
درست کردن	dorost kardan
درصد	darsad
درمان	darmân
درنگ	derang
دره	dara
دروازه	darwâza
دروغ	durôġ
درون	darūn
درک	dark
درگذشت	darguzašt
درگیر	dargīr
درگیری	dargīrī
دریا	daryâ
دریافت	dar-yâft
دریاچه	daryâča
دریایی	daryâyi
دزد	duzd
دزدیده	dozdide
دست	dast
دستخط	dastxatt
دسترس	dastras
دسته	dasta
دستور	dastūr
دستگاه	dastgâh
دستگیر	dastgir
دستگیری	dastgiri
دستی	dasti
دستیار	dastyâr
دشت	dašt
دشمن	dušman
دشمنان	došmanân
دشوار	došvâr
دعوت	da'wat
دعوت کردن	da'vat kardan
دفاع	defâ'
دفتر	daftar
دفع	daf'
دفن	dafn
دقت	diqqat
دقیق	daqiq
دقیقه	daqīqa
دل	dil
دلار	dolâr
دلشاد	delšâd
دلیل	dalil
دم	dum
دما	damâ
دموکراتیک	dimôkrâtīk
دموکراسی	demokrâsi
دنبال	donbâl
دنباله	donbâle
دندان	dandân
دنیا	dunyâ
ده	dah
دهان	dahân
دهستان	dehestân
دهم	dahom
دهه	daha
دو	du
دوازده	davâzdah
دوازدهم	davâzdahom
دوام	davâm
دوباره	dobâre!
دودمان	dūdmân
دور	dur
دوران	dawarân
دوربین	durbin
دوردست	durdast
دوره	dawra
دوری	duri
دوز	dôz
دوست	dôst
دوست داشتن	dust dâštan
دوستان	dustân
دوستانه	dôstâna
دوستدار	dustdâr
دوستی	dôstī
دوشنبه	dušanba
دولت	dawlat
دولتی	dawlatī
دوم	duwum
دوک	duk
دویدن	dawīdan
دچار	dočâr
دژ	dež
دکتر	doktor
دکترها	doktor-hâ
دی	di
دیجیتال	dijitâl
دید	did
دیدار	dīdâr
دیدم	didam
دیدن	dīdan
دیدند	didand
دیده	dīda
دیدگاه	dīdgâh
دیدیم	didim
دیر	dêr
دیروز	dīrôz
دیسک	disk
دیشب	dīšab
دین	din
دینی	dini
دیوار	dêwâr
دیوارها	divâr-hâ
دیوان	dêwân
دیوانگی	dêwânagī
دیگر	dīgar
ذاتی	zâtī
ذخیره	zaxīra
ذره	zarra
ذهن	zihn
ذهنی	zihnī
ذوب	zawb
ذکر	zakar
رأس	ra's
رأی	ra'y
رئیس	ra'īs
را	râ
رابط	râbet
رابطه	râbita
راجع	râje'
راحت	râhat
راحتی	râhati
رادیو	râdiyô
رادیویی	râdiyoyi
راز	râz
راست	râst
راننده	rânanda
رانندگی	rânandegi
رانندگی کردن	rânandegi kardan
راه	râh
راه حل	râh-e hal
راهنمایی	râhnamâyi
راک	râk
رای	rây
رایانه	râyâne
رایج	râyij
رایگان	râyegân
رتبه	rutba
رخ	rux
رد	rad
رد کردن	radd kardan
رده	rada
ردیف	radīf
رز	raz
رساندن	rasândan
رسانه	rasâne
رستم	rustam
رستوران	restorân
رسم	rasm
رسما	rasman
رسمی	rasmi
رسوایی	ruswâyī
رسوب	rusūb
رسید	resid
رسیدن	rasīdan
رسیدند	residand
رسیده	reside
